__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30781984,2022-07-26T22:57:29.000Z,100
MilestonePetitionUpdate,30756382,2022-07-17T13:54:37.000Z,50
MilestonePetitionUpdate,30750907,2022-07-15T05:33:13.000Z,25
MilestonePetitionUpdate,30749230,2022-07-14T16:25:03.000Z,10
MilestonePetitionUpdate,30748898,2022-07-14T14:27:11.000Z,5
