__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30533607,2022-05-10T07:28:03.000Z,1000
MilestonePetitionUpdate,30499816,2022-04-30T23:44:30.000Z,750
MilestonePetitionUpdate,30496666,2022-04-29T22:21:57.000Z,500
MilestonePetitionUpdate,30495664,2022-04-29T17:14:35.000Z,250
MilestonePetitionUpdate,30495161,2022-04-29T15:05:38.000Z,200
MilestonePetitionUpdate,30494203,2022-04-29T10:13:17.000Z,100
MilestonePetitionUpdate,30493969,2022-04-29T08:08:26.000Z,50
MilestonePetitionUpdate,30493861,2022-04-29T07:07:55.000Z,25
MilestonePetitionUpdate,30492682,2022-04-28T22:47:25.000Z,10
MilestonePetitionUpdate,30492529,2022-04-28T21:57:41.000Z,5
