__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30652726,2022-06-12T21:05:33.000Z,7500
MilestonePetitionUpdate,30616215,2022-06-01T21:34:38.000Z,7000
MilestonePetitionUpdate,30572411,2022-05-20T06:05:42.000Z,6000
MilestonePetitionUpdate,30541642,2022-05-12T02:47:19.000Z,5000
MilestonePetitionUpdate,30530559,2022-05-09T14:38:51.000Z,4000
MilestonePetitionUpdate,30526578,2022-05-08T05:38:02.000Z,3000
MilestonePetitionUpdate,30525939,2022-05-07T22:33:02.000Z,2500
MilestonePetitionUpdate,30524033,2022-05-07T10:40:37.000Z,2000
MilestonePetitionUpdate,30521895,2022-05-06T18:49:45.000Z,1500
MilestonePetitionUpdate,30518747,2022-05-06T00:38:08.000Z,1000
MilestonePetitionUpdate,30511844,2022-05-04T11:56:53.000Z,750
MilestonePetitionUpdate,30502549,2022-05-01T23:51:12.000Z,500
MilestonePetitionUpdate,30498894,2022-04-30T16:57:47.000Z,250
MilestonePetitionUpdate,30497561,2022-04-30T05:53:12.000Z,200
MilestonePetitionUpdate,30492327,2022-04-28T21:02:23.000Z,100
MilestonePetitionUpdate,30484389,2022-04-26T22:59:36.000Z,50
MilestonePetitionUpdate,30476937,2022-04-24T22:43:07.000Z,25
MilestonePetitionUpdate,30472309,2022-04-23T02:01:35.000Z,10
MilestonePetitionUpdate,30471549,2022-04-22T20:40:34.000Z,5
