__typename,id,createdAt,signatureCount,title,description,photo,video,embeddedMedia
MilestonePetitionUpdate,30685772,2022-06-23T07:03:20.000Z,1500.0,,,,,
MilestonePetitionUpdate,30606063,2022-05-30T01:37:16.000Z,1000.0,,,,,
MilestonePetitionUpdate,30604587,2022-05-29T12:48:58.000Z,750.0,,,,,
MilestonePetitionUpdate,30580282,2022-05-22T20:53:58.000Z,500.0,,,,,
MilestonePetitionUpdate,30544098,2022-05-12T17:22:36.000Z,250.0,,,,,
MilestonePetitionUpdate,30535916,2022-05-10T19:18:05.000Z,200.0,,,,,
MilestonePetitionUpdate,30529179,2022-05-09T03:47:28.000Z,100.0,,,,,
MilestonePetitionUpdate,30528681,2022-05-08T22:34:14.000Z,50.0,,,,,
StarterPetitionUpdate,30528617,2022-05-08T22:01:59.000Z,,Evidence provided that Boo is in David’s custody,"<p>Receipts here show that Boo was last seen in David Heard’s possession. And was charged for a bath at PETSMART. We all know David can afford a lot better than PETSMART, and notice how it was only a bath that was given— proving that Boo was not being taken care of at home, where a bath can be easily administered.</p>","{'id': '226602131', 'petitionMedium': {'url': '//assets.change.org/photos/7/od/ow/IJodOwhcEWCbmNx-800x450-noPad.jpg?1652047322', 'processing': False}}",,
MilestonePetitionUpdate,30527989,2022-05-08T17:17:52.000Z,25.0,,,,,
MilestonePetitionUpdate,30527781,2022-05-08T15:56:42.000Z,10.0,,,,,
MilestonePetitionUpdate,30527654,2022-05-08T14:54:27.000Z,5.0,,,,,
