__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,29565081,2021-09-06T03:16:40.000Z,8000
MilestonePetitionUpdate,29340864,2021-07-16T00:29:35.000Z,7500
MilestonePetitionUpdate,29270011,2021-06-29T11:39:48.000Z,7000
MilestonePetitionUpdate,28952806,2021-04-27T03:42:29.000Z,6000
MilestonePetitionUpdate,28535498,2021-02-11T21:04:11.000Z,5000
MilestonePetitionUpdate,28174648,2020-12-06T00:41:34.000Z,4000
MilestonePetitionUpdate,28135308,2020-11-28T09:36:05.000Z,3000
MilestonePetitionUpdate,28118716,2020-11-24T23:04:35.000Z,2500
MilestonePetitionUpdate,28105007,2020-11-22T04:34:09.000Z,2000
MilestonePetitionUpdate,28093566,2020-11-19T23:57:02.000Z,1500
MilestonePetitionUpdate,28069119,2020-11-15T02:56:45.000Z,1000
MilestonePetitionUpdate,28060631,2020-11-13T03:14:13.000Z,750
MilestonePetitionUpdate,28057884,2020-11-12T18:09:03.000Z,500
MilestonePetitionUpdate,28054641,2020-11-12T04:24:45.000Z,250
MilestonePetitionUpdate,28041167,2020-11-10T02:01:54.000Z,200
MilestonePetitionUpdate,28041108,2020-11-10T01:51:37.000Z,100
MilestonePetitionUpdate,28041065,2020-11-10T01:44:36.000Z,50
MilestonePetitionUpdate,28041041,2020-11-10T01:40:36.000Z,25
MilestonePetitionUpdate,28040973,2020-11-10T01:29:15.000Z,10
MilestonePetitionUpdate,28039831,2020-11-09T21:56:44.000Z,5
