__typename,id,createdAt,signatureCount,title,description,photo,video,embeddedMedia
MilestonePetitionUpdate,30795952,2022-08-01T09:51:22.000Z,2500.0,,,,,
MilestonePetitionUpdate,30670156,2022-06-17T22:11:05.000Z,2000.0,,,,,
MilestonePetitionUpdate,30656629,2022-06-14T00:49:39.000Z,1500.0,,,,,
MilestonePetitionUpdate,30655275,2022-06-13T17:39:49.000Z,1000.0,,,,,
MilestonePetitionUpdate,30654935,2022-06-13T16:04:26.000Z,750.0,,,,,
MilestonePetitionUpdate,30652625,2022-06-12T20:20:46.000Z,500.0,,,,,
MilestonePetitionUpdate,30651983,2022-06-12T16:17:40.000Z,250.0,,,,,
MilestonePetitionUpdate,30534102,2022-05-10T10:54:37.000Z,200.0,,,,,
StarterPetitionUpdate,30497503,2022-04-30T05:13:36.000Z,,SUPPORT LIVE MUSIC AT CLEAR MOUNTAIN FOOD PARK!,<p>THE CLEAR MOUNTAIN FOOD PARK IS OPEN! This petition was created by a great friend of the park and food truck owner Amber from Street Kitchen. Amber has a lifelong connection to the community having grown up here in the Clermont County area. The Clear Mountain Food Park could not thank her enough for her dedication and support of our venue and her willingness to help us fight this fight against the township. Thank you Amber for letting us hi-jack what you started for us and get this out to even more Mountaineers. You are much appreciated! </p>,,,"{'providerName': 'WKRC', 'photoUrl': 'https://local12.com/resources/media/1b63cd8d-d8fd-4570-b5fe-c283596901df-large16x9_PENTERTAINMENTDISTRIC.transfer_frame_8062.png?1654917200313', 'description': ""WILLIAMSBURG TOWNSHIP, Ohio (WKRC) - Greater Cincinnati's largest outdoor food park is known for a good time with food trucks, drinks and live music. The party and good times have been nonstop since they opened last summer, but a recent lawsuit from the township is changing their vibe. Caption: WKRC.""}"
MilestonePetitionUpdate,30497090,2022-04-30T01:32:29.000Z,100.0,,,,,
MilestonePetitionUpdate,30496698,2022-04-29T22:34:22.000Z,50.0,,,,,
MilestonePetitionUpdate,30496526,2022-04-29T21:33:07.000Z,25.0,,,,,
MilestonePetitionUpdate,30453483,2022-04-17T11:25:07.000Z,10.0,,,,,
MilestonePetitionUpdate,30451676,2022-04-16T15:13:36.000Z,5.0,,,,,
