__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30461032,2022-04-19T23:48:33.000Z,1000
MilestonePetitionUpdate,29587784,2021-09-11T07:29:15.000Z,750
MilestonePetitionUpdate,29415662,2021-08-04T04:28:34.000Z,500
MilestonePetitionUpdate,29370404,2021-07-23T12:23:18.000Z,250
MilestonePetitionUpdate,29318120,2021-07-10T22:49:27.000Z,200
MilestonePetitionUpdate,28490868,2021-02-04T19:29:49.000Z,100
MilestonePetitionUpdate,28131921,2020-11-27T15:15:55.000Z,50
MilestonePetitionUpdate,28064370,2020-11-13T21:05:26.000Z,25
MilestonePetitionUpdate,28046061,2020-11-10T20:26:55.000Z,10
MilestonePetitionUpdate,28041520,2020-11-10T03:13:33.000Z,5
