__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30693414,2022-06-25T15:27:25.000Z,4000
MilestonePetitionUpdate,30640405,2022-06-08T23:32:44.000Z,3000
MilestonePetitionUpdate,30627202,2022-06-05T02:15:28.000Z,2500
MilestonePetitionUpdate,30624392,2022-06-04T02:45:12.000Z,2000
MilestonePetitionUpdate,30623199,2022-06-03T18:30:09.000Z,1500
MilestonePetitionUpdate,30622414,2022-06-03T14:36:59.000Z,1000
MilestonePetitionUpdate,30622197,2022-06-03T13:33:30.000Z,750
MilestonePetitionUpdate,30621983,2022-06-03T12:14:05.000Z,500
MilestonePetitionUpdate,30621764,2022-06-03T10:42:30.000Z,250
MilestonePetitionUpdate,30621718,2022-06-03T10:19:45.000Z,200
MilestonePetitionUpdate,30621612,2022-06-03T09:15:45.000Z,100
MilestonePetitionUpdate,30621571,2022-06-03T08:56:14.000Z,50
MilestonePetitionUpdate,30621553,2022-06-03T08:48:07.000Z,25
MilestonePetitionUpdate,30621540,2022-06-03T08:42:48.000Z,10
MilestonePetitionUpdate,30621535,2022-06-03T08:40:39.000Z,5
