__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30559731,2022-05-17T06:53:55.000Z,200
MilestonePetitionUpdate,29927607,2021-12-06T14:25:33.000Z,100
MilestonePetitionUpdate,28036756,2020-11-09T12:58:32.000Z,50
MilestonePetitionUpdate,28028120,2020-11-07T21:38:19.000Z,25
MilestonePetitionUpdate,28021517,2020-11-06T18:06:40.000Z,10
MilestonePetitionUpdate,28021465,2020-11-06T17:59:43.000Z,5
