__typename,id,createdAt,signatureCount,title,description,photo,video,embeddedMedia
MilestonePetitionUpdate,29497594,2021-08-22T13:01:23.000Z,1000.0,,,,,
StarterPetitionUpdate,28668257,2021-03-07T16:36:09.000Z,,Save these majestic animals please!!,<p>So many wolves being killed it’s heartbreaking.  Please sign let’s get the ball rolling.  If there is any animal activists groups that will support this petition please do. I’m ready to go around and fight the hunters myself not kidding !! </p>,,,
MilestonePetitionUpdate,28426502,2021-01-25T23:34:34.000Z,750.0,,,,,
MilestonePetitionUpdate,28408439,2021-01-22T16:13:19.000Z,500.0,,,,,
MilestonePetitionUpdate,28401447,2021-01-21T13:24:46.000Z,250.0,,,,,
MilestonePetitionUpdate,28400541,2021-01-21T08:48:43.000Z,200.0,,,,,
MilestonePetitionUpdate,28398518,2021-01-20T23:00:33.000Z,100.0,,,,,
MilestonePetitionUpdate,28397466,2021-01-20T19:31:04.000Z,50.0,,,,,
MilestonePetitionUpdate,28397075,2021-01-20T18:25:53.000Z,25.0,,,,,
MilestonePetitionUpdate,28396923,2021-01-20T18:01:27.000Z,10.0,,,,,
MilestonePetitionUpdate,28396656,2021-01-20T17:18:20.000Z,5.0,,,,,
