__typename,id,createdAt,signatureCount,title,description,photo,video,embeddedMedia
MilestonePetitionUpdate,30007854,2021-12-29T21:03:34.000Z,1000.0,,,,,
MilestonePetitionUpdate,30007770,2021-12-29T20:30:51.000Z,1000.0,,,,,
MilestonePetitionUpdate,29503265,2021-08-23T19:18:16.000Z,750.0,,,,,
MilestonePetitionUpdate,29472780,2021-08-17T08:30:32.000Z,750.0,,,,,
StarterPetitionUpdate,29399402,2021-07-30T19:19:38.000Z,,The Daily Crime Podcast  “Then the phone went dead”,"<p>U.S. Marshals are looking for a person of interest in connection with the murder of Tiara Lott, a 22-year-old woman found dead two weeks after going missing from Buffalo, N.Y., this past January. WGRZ reporter Claudine Ewing shares the story.</p>",,,"{'providerName': 'Apple Podcasts', 'photoUrl': 'https://is5-ssl.mzstatic.com/image/thumb/Podcasts115/v4/fb/ac/5a/fbac5a0b-440a-0810-95b7-7478fd70c318/mza_16666162036901239001.jpeg/1200x630wp.png', 'description': '\u200eU.S. Marshals are looking for a person of interest in connection with the murder of Tiara Lott, a 22-year-old woman found dead two weeks after going missing from Buffalo, N.Y., this past January. WGRZ reporter Claudine Ewing shares the story.'}"
StarterPetitionUpdate,29398375,2021-07-30T14:14:43.000Z,,WGRZ Claudine Euwing reports full story on Bringing Ashanti’s Law to NY,"<p>GM! Thank you to everyone who has supported bringing Ashanti’s Law to NY in honor of a Tiara Lott. An alert for missing adults ages 18-65 who are in immediate danger. This will be a big support in domestic violence situations. This has been a wonderful community effort. We have shown you don’t need the fake support of leaders who pretend to get real work accomplished. We have spoken to the department of justice on our next steps. We also received some national attention and surprising emails from people who want to support whose platforms are bigger then any of the advocates or politicians here in Buffalo who haven’t even signed the petition to bring this law to NY. God is truly on our side. Thank you to Meltony Billie for supporting our efforts and being an amazing advocate for his daughter Ashanti Billie. We need to care and protect our women all the time.... not just when something happens. We need laws that protect us!! We need leaders who care about our lives at all the times... not just when a tragedy occurs . Tiara Lott’s name and story is still just as important now as it was when she went missing in February. Thank you WGRZ - Channel 2, Buffalo Claudine Euwing for reporting the full length story on your community segment! This has helped with the national support! ❤️ This is what a community that is fighting for change and not a name looks like! The link is in the comments to sign the petition for support!</p>",,,
StarterPetitionUpdate,29314469,2021-07-09T21:17:19.000Z,,Claudine Ewing Reports:,"<p>Local advocates pushing for Ashanti's Alert notification system in New York: Claudine Ewing of WGRZ reports. Full interview will air with Ashanti Billie’s dad and community advocate Dominique Calhoun on July 17,2021.</p>
<p>Update On Petition: Senator Kennedy’s office sent an email to have a meeting regarding bringing Ashanti’s Law to NY, in honor of Tiara Lott.</p>
<p>Sign the petition to bring this national law for adults in immediate danger to NY: <a href=""http://chng.it/x65tY8rh"" rel=""nofollow"">http://chng.it/x65tY8rh</a></p>
<p>""We're fighting to bring it to New York, Western New York and Buffalo, but really all over because lives can be saved everywhere,"" said local community activist Dominique Calhoun</p>
<p>Meltony Billie, father of Ashanti said, ""It's unfair to anybody to not get the visibility of one's life when they come up missing. Someone has to speak and that's what the Ashanti's alert is, that voice.""<br>Billie added, ""No one understands it until it hits your door, but when it hits your door it's a driving force.""</p>
<p>Andre Wigham wanted by US Marshalls for the death of Tiara Lott: $15k Reward for his capture.</p>
<p>Full article: <a href=""http://www.wgrz.com/mobile/article/news/local/wny-advocates-pushing-for-ashantis-alert-notification-system-in-new-york-state/71-728efd12-ea2a-46c3-82a3-255ecdbe99d2"" rel=""nofollow"">www.wgrz.com/mobile/article/news/local/wny-advocates-pushing-for-ashantis-alert-notification-system-in-new-york-state/71-728efd12-ea2a-46c3-82a3-255ecdbe99d2</a></p>",,,"{'providerName': 'wgrz.com', 'photoUrl': 'https://media.wgrz.com/assets/WGRZ/images/47b196f2-fc84-46fd-8e4b-6c3366d71248/47b196f2-fc84-46fd-8e4b-6c3366d71248_1140x641.jpg', 'description': ""Right now, there's no alert notification system for anyone in between those of 18-64 who go missing here in New York State. There is a push to get that changed.""}"
MilestonePetitionUpdate,29280485,2021-07-01T18:04:06.000Z,500.0,,,,,
StarterPetitionUpdate,29267025,2021-06-28T17:59:28.000Z,,US MARSHALL IMMEDIATE RELEASE,"<p>Additional $5,000 reward</p>","{'id': '225709526', 'petitionMedium': {'url': '//assets.change.org/photos/5/pr/dr/SRPRDrGiPIqmKJc-800x450-noPad.jpg?1624903170', 'processing': False}}",,
StarterPetitionUpdate,29266867,2021-06-28T17:17:02.000Z,,"US MARSHALLS ISSUE A $5,000 REWARD",<p><strong>JUSTICE FOR TIARA LOTT</strong></p>,"{'id': '225709414', 'petitionMedium': {'url': '//assets.change.org/photos/3/pa/hf/YTPAhFQpJLuXJiO-800x450-noPad.jpg?1624900625', 'processing': False}}",,
