__typename,id,createdAt,signatureCount,title,description,photo,video,embeddedMedia
MilestonePetitionUpdate,29258395,2021-06-26T08:00:08.000Z,250.0,,,,,
StarterPetitionUpdate,29258201,2021-06-26T06:31:12.000Z,,WKBW- Channel 7 Buffalo,<p>Activist and organizations fight to bring Ashantis Law to NYS in honor of Tiara Lott. </p>,,,
StarterPetitionUpdate,29258194,2021-06-26T06:27:48.000Z,,Press Conference: Senator Kennedy’s Office,"<p>Coalition Of Concerned Citizens: DOMINIQUE CALHOUN<br>Bury The Violence- KAREEMA MORRIS</p>
<p>She Rose WNY- TAMIKA MACLIN</p>
<p>Hope Program Inc.- HOPE ISOM</p>
<p>WNY Peace Center- RACIAL JUSTICE TASK FORCE</p>
<p> </p>",,,
MilestonePetitionUpdate,29257241,2021-06-25T22:51:40.000Z,200.0,,,,,
MilestonePetitionUpdate,29253380,2021-06-25T01:43:01.000Z,100.0,,,,,
MilestonePetitionUpdate,29252673,2021-06-24T21:37:59.000Z,50.0,,,,,
MilestonePetitionUpdate,29251382,2021-06-24T16:16:25.000Z,25.0,,,,,
StarterPetitionUpdate,29251205,2021-06-24T15:44:18.000Z,,$7500 reward,"<p>Total of $10,000k for the capture of Tiara Lott’s Killer! </p>","{'id': '225698553', 'petitionMedium': {'url': '//assets.change.org/photos/6/fv/or/yifvorzYDRJbnxX-800x450-noPad.jpg?1624549460', 'processing': False}}",,
StarterPetitionUpdate,29251191,2021-06-24T15:42:41.000Z,,$2500 reward Andre Whigham,<p><strong>$2500 REWARD</strong></p>,"{'id': '225698547', 'petitionMedium': {'url': '//assets.change.org/photos/7/in/aa/adINAaqMkdrMknV-800x450-noPad.jpg?1624549362', 'processing': False}}",,
MilestonePetitionUpdate,29250742,2021-06-24T14:07:59.000Z,10.0,,,,,
MilestonePetitionUpdate,29250576,2021-06-24T13:23:20.000Z,5.0,,,,,
