__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,17564480,2016-08-14T10:07:02.000Z,3000
MilestonePetitionUpdate,17560046,2016-08-13T16:54:20.000Z,2500
MilestonePetitionUpdate,17448677,2016-08-01T12:07:23.000Z,2000
MilestonePetitionUpdate,17434946,2016-07-30T15:39:12.000Z,1500
MilestonePetitionUpdate,17404301,2016-07-27T14:03:23.000Z,1000
MilestonePetitionUpdate,17296505,2016-07-16T09:41:34.000Z,750
MilestonePetitionUpdate,17285633,2016-07-15T04:55:30.000Z,500
MilestonePetitionUpdate,17281055,2016-07-14T17:56:41.000Z,250
MilestonePetitionUpdate,17280848,2016-07-14T17:31:44.000Z,200
MilestonePetitionUpdate,17280521,2016-07-14T16:53:36.000Z,100
MilestonePetitionUpdate,17280326,2016-07-14T16:38:36.000Z,50
MilestonePetitionUpdate,17280281,2016-07-14T16:33:57.000Z,25
MilestonePetitionUpdate,17280098,2016-07-14T16:16:39.000Z,10
MilestonePetitionUpdate,17279690,2016-07-14T15:32:02.000Z,5
