__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,29185303,2021-06-10T01:43:03.000Z,50
MilestonePetitionUpdate,28026702,2020-11-07T16:23:40.000Z,25
MilestonePetitionUpdate,28023449,2020-11-06T23:05:14.000Z,10
MilestonePetitionUpdate,28022844,2020-11-06T21:15:40.000Z,5
