__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,22543306,2018-03-23T12:43:48.000Z,8000
MilestonePetitionUpdate,22320302,2018-01-31T09:43:16.000Z,7500
MilestonePetitionUpdate,22315873,2018-01-30T11:26:50.000Z,7000
MilestonePetitionUpdate,22301127,2018-01-26T19:54:08.000Z,6000
MilestonePetitionUpdate,22276911,2018-01-21T14:55:33.000Z,5000
MilestonePetitionUpdate,22265213,2018-01-18T18:19:18.000Z,4000
MilestonePetitionUpdate,22262255,2018-01-18T02:33:31.000Z,3000
MilestonePetitionUpdate,22261992,2018-01-18T00:48:04.000Z,2500
MilestonePetitionUpdate,22261697,2018-01-17T23:14:54.000Z,2000
MilestonePetitionUpdate,22261149,2018-01-17T21:00:44.000Z,1500
MilestonePetitionUpdate,22260225,2018-01-17T17:47:48.000Z,1000
MilestonePetitionUpdate,22259883,2018-01-17T16:36:03.000Z,750
MilestonePetitionUpdate,22259547,2018-01-17T15:25:00.000Z,500
MilestonePetitionUpdate,22259381,2018-01-17T14:48:00.000Z,250
MilestonePetitionUpdate,22259333,2018-01-17T14:37:53.000Z,200
MilestonePetitionUpdate,22259290,2018-01-17T14:25:13.000Z,100
MilestonePetitionUpdate,22259272,2018-01-17T14:18:13.000Z,50
MilestonePetitionUpdate,22259231,2018-01-17T14:07:03.000Z,25
MilestonePetitionUpdate,22259182,2018-01-17T13:53:40.000Z,10
MilestonePetitionUpdate,22259174,2018-01-17T13:51:40.000Z,5
