__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30555480,2022-05-16T02:20:01.000Z,1500
MilestonePetitionUpdate,30547347,2022-05-13T13:44:47.000Z,1000
MilestonePetitionUpdate,30545887,2022-05-13T02:36:52.000Z,750
MilestonePetitionUpdate,30544920,2022-05-12T20:39:52.000Z,500
MilestonePetitionUpdate,30542850,2022-05-12T11:55:40.000Z,250
MilestonePetitionUpdate,30542081,2022-05-12T06:24:25.000Z,200
MilestonePetitionUpdate,30541759,2022-05-12T03:45:15.000Z,100
MilestonePetitionUpdate,30537894,2022-05-11T08:09:47.000Z,50
MilestonePetitionUpdate,30534421,2022-05-10T12:31:58.000Z,25
MilestonePetitionUpdate,30532961,2022-05-10T01:57:14.000Z,10
MilestonePetitionUpdate,30532856,2022-05-10T01:13:44.000Z,5
