__typename,id,createdAt,title,description,photo,video,embeddedMedia,signatureCount
StarterPetitionUpdate,30626376,2022-06-04T19:45:50.000Z,Can you share this petition?,"<p>Hi everyone!</p>
<p>Thank you for signing the petition to get Amber removed from SAG-AFTRA! As of this writing, we have 1,755 signatures!<br><br>Can each of you share this petition at least once on social media?</p>
<p>Here's the link:<br><a href=""https://www.change.org/p/remove-amber-heard-from-sag-aftra"" rel=""nofollow"">https://www.change.org/p/remove-amber-heard-from-sag-aftra</a></p>
<p>Places to post <br>- YouTube <br>- Twitter<br>- IG<br>- TikTok<br>- Facebook</p>
<p>Thanks for your help!</p>
<p>#TeamJohnny</p>",,,,
MilestonePetitionUpdate,30601409,2022-05-28T05:41:26.000Z,,,,,,1500.0
MilestonePetitionUpdate,30587749,2022-05-24T22:14:03.000Z,,,,,,1000.0
MilestonePetitionUpdate,30577146,2022-05-21T16:22:27.000Z,,,,,,750.0
MilestonePetitionUpdate,30571009,2022-05-19T20:56:06.000Z,,,,,,500.0
StarterPetitionUpdate,30566962,2022-05-18T22:20:33.000Z,Please share!,"<p>Hi everyone!<br><br>Thank you for signing the petition to get Amber removed from SAG-AFTRA!<br><br>Can you help by sharing the petition? Here's the link:<br><a href=""https://www.change.org/p/remove-amber-heard-from-sag-aftra"" rel=""nofollow"">https://www.change.org/p/remove-amber-heard-from-sag-aftra</a><br><br>Several pages on Facebook have been posting a lot about the trial - it's best to post the link RIGHT AFTER the articles have been posted:<br>- <a href=""https://www.facebook.com/businessinsider"" rel=""nofollow"">https://www.facebook.com/businessinsider</a><br>- <a href=""https://www.facebook.com/LADbible"" rel=""nofollow"">https://www.facebook.com/LADbible</a><br><br>Other places to post <br>- YouTube (ET has a scrolling chat going)<br>- Twitter<br>- IG<br>- TikTok<br><br>Thanks for your help!<br><br>#TeamJohnny</p>",,,,
MilestonePetitionUpdate,30551062,2022-05-14T14:42:36.000Z,,,,,,250.0
MilestonePetitionUpdate,30550027,2022-05-14T05:32:18.000Z,,,,,,200.0
MilestonePetitionUpdate,30549152,2022-05-13T22:20:46.000Z,,,,,,100.0
MilestonePetitionUpdate,30548743,2022-05-13T20:15:32.000Z,,,,,,50.0
MilestonePetitionUpdate,30548130,2022-05-13T17:30:45.000Z,,,,,,25.0
MilestonePetitionUpdate,30548064,2022-05-13T17:13:28.000Z,,,,,,10.0
MilestonePetitionUpdate,30548047,2022-05-13T17:05:33.000Z,,,,,,5.0
