__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30082939,2022-01-18T13:51:21.000Z,17500
MilestonePetitionUpdate,28678901,2021-03-09T16:33:07.000Z,15000
MilestonePetitionUpdate,27874388,2020-10-11T22:19:48.000Z,12500
MilestonePetitionUpdate,27175862,2020-07-02T09:44:33.000Z,10000
MilestonePetitionUpdate,26890267,2020-06-08T01:01:46.000Z,9000
MilestonePetitionUpdate,26880890,2020-06-07T10:39:23.000Z,8000
MilestonePetitionUpdate,26860595,2020-06-05T23:15:43.000Z,7000
MilestonePetitionUpdate,26790050,2020-06-01T21:10:23.000Z,6000
MilestonePetitionUpdate,26753285,2020-05-29T02:40:40.000Z,5000
MilestonePetitionUpdate,26484340,2020-04-27T21:40:21.000Z,4000
MilestonePetitionUpdate,25966041,2020-03-17T07:28:03.000Z,3000
MilestonePetitionUpdate,25768151,2020-02-18T19:06:14.000Z,2500
MilestonePetitionUpdate,25748283,2020-02-13T23:58:03.000Z,2000
MilestonePetitionUpdate,25671322,2020-01-29T19:30:48.000Z,1500
MilestonePetitionUpdate,24231253,2019-02-28T11:33:11.000Z,1000
MilestonePetitionUpdate,24160722,2019-02-12T19:40:20.000Z,750
MilestonePetitionUpdate,23731868,2018-12-07T21:57:12.000Z,500
MilestonePetitionUpdate,23692852,2018-11-30T17:31:20.000Z,250
MilestonePetitionUpdate,23692491,2018-11-30T16:02:36.000Z,250
MilestonePetitionUpdate,23600890,2018-11-13T14:51:25.000Z,100
MilestonePetitionUpdate,23296905,2018-09-20T10:31:02.000Z,50
MilestonePetitionUpdate,23266248,2018-09-12T20:12:23.000Z,25
MilestonePetitionUpdate,23258082,2018-09-11T09:57:21.000Z,10
MilestonePetitionUpdate,23257847,2018-09-11T08:33:46.000Z,5
