__typename,id,createdAt,signatureCount,title,description,photo,video,embeddedMedia
MilestonePetitionUpdate,30529277,2022-05-09T04:52:17.000Z,1500.0,,,,,
StarterPetitionUpdate,30499939,2022-05-01T00:52:59.000Z,,1000 Plus Supporters,"<p>Hey guys thanks for all the support! </p>
<p>Let’s keep it going!</p>
<p>#MEPOOMOVEMENT</p>",,,
MilestonePetitionUpdate,30498952,2022-04-30T17:25:59.000Z,1000.0,,,,,
MilestonePetitionUpdate,30491965,2022-04-28T19:19:45.000Z,750.0,,,,,
MilestonePetitionUpdate,30486959,2022-04-27T16:17:17.000Z,500.0,,,,,
MilestonePetitionUpdate,30481017,2022-04-26T02:52:27.000Z,250.0,,,,,
MilestonePetitionUpdate,30480346,2022-04-25T22:20:44.000Z,200.0,,,,,
MilestonePetitionUpdate,30479084,2022-04-25T16:07:26.000Z,100.0,,,,,
MilestonePetitionUpdate,30478463,2022-04-25T12:51:25.000Z,50.0,,,,,
MilestonePetitionUpdate,30478055,2022-04-25T09:54:22.000Z,25.0,,,,,
MilestonePetitionUpdate,30477502,2022-04-25T04:46:59.000Z,10.0,,,,,
MilestonePetitionUpdate,30477290,2022-04-25T02:17:29.000Z,5.0,,,,,
