__typename,id,createdAt,title,description,photo,video,embeddedMedia,signatureCount
StaffPetitionUpdate,25479221,2019-12-12T20:32:34.000Z,Victory! Greta Thunberg is TIME Magazine's Person of the Year,"Greta Thunberg has been named TIME Magazine's Person of the Year for 2019. Greta is known for being an outspoken leader and vocal in the climate crisis, mobilizing an incredible following of youth to become involved activists. 

Greta accepted the honor in a tweet the same day as the announcement.  In the tweet, she said she shares ""this great honour with everyone in the #FridaysForFuture movement and climate activists everywhere.""",,,"{'providerName': 'Time', 'photoUrl': 'https://api.time.com/wp-content/uploads/2019/12/featured-Greta-Thunberg-person-of-the-year-2019-01.jpg?quality=85&w=1200&h=628&crop=1', 'description': 'The climate activist has succeeded in turning vague anxieties about the planet into a worldwide movement calling for global change'}",
MilestonePetitionUpdate,25470319,2019-12-10T23:24:50.000Z,,,,,,40000.0
MilestonePetitionUpdate,25469215,2019-12-10T19:04:01.000Z,,,,,,35000.0
MilestonePetitionUpdate,25468683,2019-12-10T17:04:25.000Z,,,,,,30000.0
MilestonePetitionUpdate,25468382,2019-12-10T16:00:39.000Z,,,,,,25000.0
MilestonePetitionUpdate,25468212,2019-12-10T15:23:47.000Z,,,,,,20000.0
MilestonePetitionUpdate,25468162,2019-12-10T15:13:04.000Z,,,,,,17500.0
StaffPetitionUpdate,25438371,2019-12-03T17:55:48.000Z,Greta is Included in TIME's Person of the Year Poll,"<p>We are only a few weeks or less away from the announcement of TIME's Person of the Year for 2019! In the lead up to the announcement, the magazine has released an online poll where you can vote for who you believe should be awarded this recognition. </p>
<p><strong>Along with many other influential people, Greta Thunberg was included in the poll TIME Magazine posted online. You can access this poll, as well as vote for her, by clicking the link that is included in this update. </strong></p>
<p>What do you think? Could this petition become a reality? The poll that includes Greta in the list of possibilities sure makes it look possible! <strong>Be sure to continue to sign and share this petition as the countdown continues until the announcement. </strong></p>",,,"{'providerName': 'Time', 'photoUrl': 'https://api.time.com/wp-content/uploads/2019/11/person-of-the-year-poll-2019.jpg?quality=85&w=1200&h=628&crop=1', 'description': ""Cast your vote for the person or group of people you believe should be TIME's Person of the Year for 2019.""}",
StaffPetitionUpdate,25342082,2019-11-12T16:37:21.000Z,Donna Brazile Supports this Petition,"<p>Last week, Donna Brazile gave a short statement of support for this petition and for Greta Thunberg. </p>
<p><strong>""Greta Thunberg deserves recognition as TIME's Person of the Year,""</strong> said Brazile. <strong>""I have decided to follow this young warrior. She is inspirational and a wonderful example for her generation."" </strong></p>
<p>Brazile is one of the many politicians and celebrities to support Greta Thunberg, but <strong>is the first to announce support for this petition. </strong></p>
<p>Why do you believe Greta should be named TIME's Person of the Year? <strong>Please continue to support and share this petition- as we are less than one month away until the announcement will be made.</strong></p>","{'id': '222727742', 'petitionMedium': {'url': '//assets.change.org/photos/3/nc/hh/KbNchHPzihKxQgK-800x450-noPad.jpg?1573576643', 'processing': False}}",,,
MilestonePetitionUpdate,25321607,2019-11-07T20:17:10.000Z,,,,,,15000.0
