__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30670420,2022-06-18T00:51:23.000Z,1500
MilestonePetitionUpdate,30628965,2022-06-05T18:55:01.000Z,1000
MilestonePetitionUpdate,30626772,2022-06-04T22:34:00.000Z,750
MilestonePetitionUpdate,30625141,2022-06-04T10:38:12.000Z,500
MilestonePetitionUpdate,30624128,2022-06-04T00:28:25.000Z,250
MilestonePetitionUpdate,30623953,2022-06-03T23:02:02.000Z,200
MilestonePetitionUpdate,30623762,2022-06-03T21:40:08.000Z,100
MilestonePetitionUpdate,30623548,2022-06-03T20:24:52.000Z,50
MilestonePetitionUpdate,30623488,2022-06-03T20:05:48.000Z,25
MilestonePetitionUpdate,30623442,2022-06-03T19:54:47.000Z,10
MilestonePetitionUpdate,30623424,2022-06-03T19:48:20.000Z,5
