__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30511715,2022-05-04T11:12:45.000Z,250
MilestonePetitionUpdate,28630363,2021-03-01T05:58:33.000Z,200
MilestonePetitionUpdate,28616347,2021-02-26T08:54:41.000Z,1000
MilestonePetitionUpdate,28591118,2021-02-22T07:26:01.000Z,750
MilestonePetitionUpdate,28581344,2021-02-20T04:20:38.000Z,500
MilestonePetitionUpdate,28570121,2021-02-18T09:46:45.000Z,250
MilestonePetitionUpdate,28569920,2021-02-18T08:44:40.000Z,200
MilestonePetitionUpdate,28569677,2021-02-18T07:26:19.000Z,100
MilestonePetitionUpdate,28569570,2021-02-18T06:34:39.000Z,50
MilestonePetitionUpdate,28569535,2021-02-18T06:17:45.000Z,25
MilestonePetitionUpdate,28569496,2021-02-18T06:04:28.000Z,10
MilestonePetitionUpdate,28569494,2021-02-18T06:03:04.000Z,5
