__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30641333,2022-06-09T06:30:44.000Z,2000
MilestonePetitionUpdate,30628721,2022-06-05T17:21:27.000Z,1500
MilestonePetitionUpdate,30626484,2022-06-04T20:29:13.000Z,1000
MilestonePetitionUpdate,30625637,2022-06-04T14:44:53.000Z,750
MilestonePetitionUpdate,30624517,2022-06-04T04:10:42.000Z,500
MilestonePetitionUpdate,30622245,2022-06-03T13:49:56.000Z,250
MilestonePetitionUpdate,30621483,2022-06-03T08:14:30.000Z,200
MilestonePetitionUpdate,30620553,2022-06-03T00:18:44.000Z,100
MilestonePetitionUpdate,30619850,2022-06-02T20:21:09.000Z,50
MilestonePetitionUpdate,30619148,2022-06-02T17:07:06.000Z,25
MilestonePetitionUpdate,30618093,2022-06-02T11:45:29.000Z,10
MilestonePetitionUpdate,30617534,2022-06-02T07:37:49.000Z,5
