__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30522216,2022-05-06T20:14:37.000Z,10000
MilestonePetitionUpdate,30517185,2022-05-05T16:46:23.000Z,9000
MilestonePetitionUpdate,30512272,2022-05-04T14:09:41.000Z,8000
MilestonePetitionUpdate,30510355,2022-05-04T01:08:25.000Z,7500
MilestonePetitionUpdate,30508669,2022-05-03T17:13:34.000Z,7000
MilestonePetitionUpdate,30506471,2022-05-03T02:22:47.000Z,6000
MilestonePetitionUpdate,30504966,2022-05-02T17:54:26.000Z,5000
MilestonePetitionUpdate,30503704,2022-05-02T10:52:06.000Z,4000
MilestonePetitionUpdate,30502848,2022-05-02T02:29:08.000Z,3000
MilestonePetitionUpdate,30502513,2022-05-01T23:25:22.000Z,2500
MilestonePetitionUpdate,30502284,2022-05-01T21:20:39.000Z,2000
MilestonePetitionUpdate,30502111,2022-05-01T19:55:27.000Z,1500
MilestonePetitionUpdate,30501979,2022-05-01T19:02:14.000Z,1000
MilestonePetitionUpdate,30501935,2022-05-01T18:42:03.000Z,750
MilestonePetitionUpdate,30501893,2022-05-01T18:27:00.000Z,500
MilestonePetitionUpdate,30501858,2022-05-01T18:17:16.000Z,250
MilestonePetitionUpdate,30501855,2022-05-01T18:16:14.000Z,200
MilestonePetitionUpdate,30501835,2022-05-01T18:11:13.000Z,100
MilestonePetitionUpdate,30501827,2022-05-01T18:09:17.000Z,50
MilestonePetitionUpdate,30501824,2022-05-01T18:07:56.000Z,25
MilestonePetitionUpdate,30501740,2022-05-01T17:35:54.000Z,10
MilestonePetitionUpdate,30501644,2022-05-01T16:57:15.000Z,5
