__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30634599,2022-06-07T12:19:23.000Z,5000
MilestonePetitionUpdate,30620797,2022-06-03T01:51:56.000Z,4000
MilestonePetitionUpdate,30613599,2022-06-01T05:18:23.000Z,3000
MilestonePetitionUpdate,30605733,2022-05-29T22:19:02.000Z,2500
MilestonePetitionUpdate,30598209,2022-05-27T08:34:24.000Z,2000
MilestonePetitionUpdate,30587484,2022-05-24T20:46:48.000Z,1500
MilestonePetitionUpdate,30571715,2022-05-20T00:44:11.000Z,1000
MilestonePetitionUpdate,30560524,2022-05-17T12:55:07.000Z,750
MilestonePetitionUpdate,30547646,2022-05-13T15:20:14.000Z,500
MilestonePetitionUpdate,30534756,2022-05-10T14:02:54.000Z,250
MilestonePetitionUpdate,30532802,2022-05-10T00:51:52.000Z,200
MilestonePetitionUpdate,30529344,2022-05-09T05:33:14.000Z,100
MilestonePetitionUpdate,30526781,2022-05-08T07:36:35.000Z,50
MilestonePetitionUpdate,30524726,2022-05-07T15:13:50.000Z,25
MilestonePetitionUpdate,30522298,2022-05-06T20:36:15.000Z,10
MilestonePetitionUpdate,30521964,2022-05-06T19:15:51.000Z,5
