__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30614669,2022-06-01T13:30:56.000Z,17500
MilestonePetitionUpdate,30578621,2022-05-22T06:38:35.000Z,15000
MilestonePetitionUpdate,30557795,2022-05-16T18:31:45.000Z,12500
MilestonePetitionUpdate,30552163,2022-05-14T22:24:33.000Z,10000
MilestonePetitionUpdate,30551263,2022-05-14T16:01:04.000Z,9000
MilestonePetitionUpdate,30550062,2022-05-14T05:50:23.000Z,8000
MilestonePetitionUpdate,30549732,2022-05-14T02:42:18.000Z,7500
MilestonePetitionUpdate,30549354,2022-05-13T23:48:05.000Z,7000
MilestonePetitionUpdate,30548620,2022-05-13T19:37:10.000Z,6000
MilestonePetitionUpdate,30546866,2022-05-13T10:57:41.000Z,5000
MilestonePetitionUpdate,30541479,2022-05-12T01:42:16.000Z,4000
MilestonePetitionUpdate,30537489,2022-05-11T04:43:54.000Z,3000
MilestonePetitionUpdate,30536063,2022-05-10T20:00:00.000Z,2500
MilestonePetitionUpdate,30533764,2022-05-10T08:39:28.000Z,2000
MilestonePetitionUpdate,30532680,2022-05-10T00:04:42.000Z,1500
MilestonePetitionUpdate,30531328,2022-05-09T17:47:52.000Z,1000
MilestonePetitionUpdate,30530184,2022-05-09T12:53:24.000Z,750
MilestonePetitionUpdate,30529221,2022-05-09T04:15:00.000Z,500
MilestonePetitionUpdate,30527931,2022-05-08T16:53:25.000Z,250
MilestonePetitionUpdate,30527525,2022-05-08T13:55:59.000Z,200
MilestonePetitionUpdate,30526397,2022-05-08T03:21:42.000Z,100
MilestonePetitionUpdate,30521816,2022-05-06T18:29:38.000Z,50
MilestonePetitionUpdate,30518128,2022-05-05T21:02:37.000Z,25
MilestonePetitionUpdate,30514908,2022-05-05T02:01:52.000Z,10
MilestonePetitionUpdate,30514372,2022-05-04T23:09:45.000Z,5
