__typename,id,createdAt,title,description,photo,video,embeddedMedia,signatureCount
StarterPetitionUpdate,27288089,2020-07-14T21:55:34.000Z,Let’s take this campaign to the next level,"<p>Hi all, I just wanted to reach out to let you know we’ve just passed 1,030 signatures on our petition! Thank you so much for your support! Will you help me to get more support by sharing this petition with ten other people? If enough of us sign we can’t be ignored! We need to be able to send letters out along with support in numbers. Thank you! Here’s a link to share <a href=""https://www.change.org/p/department-of-veterans-affairs-reform-the-va"" rel=""nofollow"">https://www.change.org/p/department-of-veterans-affairs-reform-the-va</a></p>",,,,
MilestonePetitionUpdate,27234667,2020-07-08T20:14:54.000Z,,,,,,1000.0
MilestonePetitionUpdate,27125961,2020-06-27T13:36:11.000Z,,,,,,750.0
MilestonePetitionUpdate,27089410,2020-06-24T03:42:22.000Z,,,,,,500.0
MilestonePetitionUpdate,27062215,2020-06-21T10:45:24.000Z,,,,,,250.0
MilestonePetitionUpdate,27058561,2020-06-20T22:30:10.000Z,,,,,,200.0
MilestonePetitionUpdate,27053827,2020-06-20T11:58:29.000Z,,,,,,100.0
MilestonePetitionUpdate,27050903,2020-06-20T02:47:05.000Z,,,,,,50.0
MilestonePetitionUpdate,27050260,2020-06-20T01:11:58.000Z,,,,,,25.0
MilestonePetitionUpdate,27049350,2020-06-19T23:11:49.000Z,,,,,,10.0
MilestonePetitionUpdate,27048758,2020-06-19T22:02:30.000Z,,,,,,5.0
