__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30659915,2022-06-14T22:09:21.000Z,8000
MilestonePetitionUpdate,30654409,2022-06-13T13:08:14.000Z,8000
MilestonePetitionUpdate,28890562,2021-04-16T14:32:08.000Z,7500
MilestonePetitionUpdate,28688582,2021-03-11T03:05:06.000Z,7000
MilestonePetitionUpdate,28599688,2021-02-23T17:19:20.000Z,6000
MilestonePetitionUpdate,28477384,2021-02-02T23:46:59.000Z,5000
MilestonePetitionUpdate,28354928,2021-01-13T02:20:54.000Z,4000
MilestonePetitionUpdate,28273353,2020-12-27T15:09:15.000Z,3000
MilestonePetitionUpdate,28264714,2020-12-24T02:48:34.000Z,2500
MilestonePetitionUpdate,28240477,2020-12-18T01:47:32.000Z,2000
MilestonePetitionUpdate,28201807,2020-12-11T03:12:09.000Z,1500
MilestonePetitionUpdate,28170347,2020-12-05T00:34:41.000Z,1000
MilestonePetitionUpdate,28149341,2020-12-01T12:53:43.000Z,750
MilestonePetitionUpdate,28138873,2020-11-29T04:54:47.000Z,500
MilestonePetitionUpdate,28131731,2020-11-27T14:26:07.000Z,250
MilestonePetitionUpdate,28129905,2020-11-27T03:01:19.000Z,200
MilestonePetitionUpdate,28114550,2020-11-24T05:52:49.000Z,100
MilestonePetitionUpdate,28104789,2020-11-22T02:57:09.000Z,50
MilestonePetitionUpdate,28090010,2020-11-19T11:43:33.000Z,25
MilestonePetitionUpdate,28079848,2020-11-17T14:34:55.000Z,10
MilestonePetitionUpdate,28073018,2020-11-16T03:05:12.000Z,5
