__typename,id,createdAt,title,description,photo,video,embeddedMedia,signatureCount
StarterPetitionUpdate,24892599,2019-08-01T08:18:01.000Z,"2,520 signatures has secured a meeting with the Minister of Health later this month","<p>Thanks to your support, the Minister of Health has agreed to meet on the 12th August.</p>
<p>Craig</p>",,,,
MilestonePetitionUpdate,24815296,2019-07-12T12:12:17.000Z,,,,,,2500.0
StarterPetitionUpdate,24786378,2019-07-04T20:57:24.000Z,Petition to be handed in tomorrow. 84 more signatures needed.,"<p>The petition is being submitted to Tynwald tomorrow and we need just 84 more signatures to make 2,500 people saying that ignorance, neglect and harm is no longer acceptable. Can we do it?</p>",,,,
StarterPetitionUpdate,24765268,2019-06-29T14:33:22.000Z,Petition to be submitted next week - last chance for signatures,"<p>We've hit 2,291 signatures and the petition will be presented at Tynwald next week. If you can share and talk about it once more before then in a last push to try and hit 2,500 I'd be most grateful. </p>
<p>Craig</p>",,,,
MilestonePetitionUpdate,24585437,2019-05-20T14:23:01.000Z,,,,,,2000.0
StarterPetitionUpdate,24575022,2019-05-18T06:41:12.000Z,"Health Minister responds but 157 votes still needed to hit 2,000","<p>We still need more signatures to make sure things improve but the Health Minister has promised a service in the next 12 months. The goalposts keep being changed, however, so we still your support to make sure words are translated into action. </p>
<p>Please tell your friends so we can get the 157 signatures needed to make 2,000 supporters overall.</p>
<p>Craig</p>","{'id': '222102163', 'petitionMedium': {'url': '//assets.change.org/photos/3/ej/qw/ozejqwTUbXHUXTo-800x450-noPad.jpg?1558161675', 'processing': False}}",,,
MilestonePetitionUpdate,24470098,2019-04-25T09:19:16.000Z,,,,,,1500.0
MilestonePetitionUpdate,24441787,2019-04-18T08:18:41.000Z,,,,,,1000.0
MilestonePetitionUpdate,24423818,2019-04-13T19:52:00.000Z,,,,,,750.0
MilestonePetitionUpdate,24415408,2019-04-11T19:38:36.000Z,,,,,,500.0
MilestonePetitionUpdate,24407697,2019-04-10T09:25:16.000Z,,,,,,250.0
MilestonePetitionUpdate,24404876,2019-04-09T18:00:40.000Z,,,,,,100.0
MilestonePetitionUpdate,24404285,2019-04-09T15:34:00.000Z,,,,,,50.0
MilestonePetitionUpdate,24403700,2019-04-09T13:26:12.000Z,,,,,,25.0
MilestonePetitionUpdate,24403409,2019-04-09T12:06:04.000Z,,,,,,10.0
MilestonePetitionUpdate,24403247,2019-04-09T11:17:03.000Z,,,,,,5.0
