__typename,id,createdAt,title,description,photo,video,embeddedMedia,signatureCount
StarterPetitionUpdate,30586022,2022-05-24T13:58:59.000Z,One of MANY differences between Amber Heard and Blake Lively,"<p>Leaving #johnnydepp aside for a moment. can you see the problem?</p>
<p><strong>Amber Heard: ""Vaccine Queen""</strong></p>
<p><strong>Blake Lively: ""Heroic Nurse""</strong></p>
<p>Source: Twitter click <a href=""https://twitter.com/juliaeumei/status/1377313374606921730?s=20&amp;t=SFCaHjZGE5JHdCADQmaNPA"" target=""_blank"" rel=""nofollow"">HERE</a></p>","{'id': '226640388', 'petitionMedium': {'url': '//assets.change.org/photos/0/uc/ui/OyucUIwmhHtuILS-800x450-noPad.jpg?1653400824', 'processing': False}}",,,
StarterPetitionUpdate,30585370,2022-05-24T10:09:58.000Z,They Want to Silence US,"<p>Dear Everyone.... </p>
<p>Just to update you... that since the petition is going more and more viral on social platforms... probably my name as someone who started the petition and active on twitter and facebook sharing my opinions and the link to the petition.. i am being constantly reported on FB and not able to comment or share the link. and it is happening to many others.</p>
<p>they want to silence us. but they don't know that this is not about me or us. this is about Johnny Depp. this is about the truth. this is about All the Real Domestic Violence victims. this is about the Abused victims. and it seems now it is also about being entitled to have an opinion and say it out loud!</p>
<p>In the love of Truth, i ask you to keep sharing the link of the petition with at least the following hashtags:</p>
<p><a href=""https://chng.it/7QKLz8GB8y"" target=""_blank"" rel=""nofollow"">https://chng.it/7QKLz8GB8y</a> #AbuseHasNoGender #justiceforjohhnydepp #AmberHeardlsAnAbuser</p>
<p>Sincerely,</p>
<p>A Truth Fan</p>","{'id': '226639926', 'petitionMedium': {'url': '//assets.change.org/photos/7/hx/mi/QLHxMiGKmDVRLFe-800x450-noPad.jpg?1653387001', 'processing': False}}",,,
MilestonePetitionUpdate,30584778,2022-05-24T04:52:13.000Z,,,,,,5000.0
MilestonePetitionUpdate,30583422,2022-05-23T19:37:50.000Z,,,,,,4000.0
StarterPetitionUpdate,30581275,2022-05-23T06:38:40.000Z,Petition going VIRAL!,"<p>Hello everyone...</p>
<p>i would like to thank everyone who signed and/or shared this petition. the petition is getting more attention!!!! it is important to remember that the point of this petition is to state out LOUD: Abuse has NO Gender! To lie about being abused is a disgrace and an insult to every person who suffered from verbal and/or physical abuse.</p>
<p>Thank you again for spreading the right message and keep on sharing the petition if you can on your social platforms:</p>
<p><a href=""https://www.change.org/Blakelivelyforaquaman2"" target=""_blank"" rel=""nofollow"">https://www.change.org/Blakelivelyforaquaman2</a></p>
<p>#AbuseHasNoGender</p>","{'id': '226637201', 'petitionMedium': {'url': '//assets.change.org/photos/4/si/js/PrSIjsIXNbMKKlO-800x450-noPad.jpg?1653287923', 'processing': False}}",,,
MilestonePetitionUpdate,30580768,2022-05-23T01:16:14.000Z,,,,,,3000.0
MilestonePetitionUpdate,30579972,2022-05-22T18:45:02.000Z,,,,,,2500.0
MilestonePetitionUpdate,30579247,2022-05-22T13:25:31.000Z,,,,,,2000.0
StarterPetitionUpdate,30578941,2022-05-22T10:36:48.000Z,A suggested poster for Blake as Mera,"<p>Thank you all for signing the petition.</p>
<p>Don't forget please to share it also on ur social platforms: fb, twitter, insta....</p>
<p>We need to remind people that abuse has No gender and Amber Heard lies made every abused person fight for justice harder!</p>
<p>Sign &amp;Share the Petition plz: <a href=""https://www.change.org/Blakelivelyforaquaman2"" rel=""nofollow"">https://www.change.org/Blakelivelyforaquaman2</a><br>Diff Btw Blake &amp;Amber: Blake Lively &amp;Ryan Reynolds pledged $1 Million to support families from Ukraine. #JusticeForJohnnyDepp #JusticeForJohnny #BlakeLively #Aquaman2 #AmberHeardlsALiar #AmberHeardIsAnAbuser #AbuseHasNoGender</p>","{'id': '226635664', 'petitionMedium': {'url': '//assets.change.org/photos/5/oh/dp/JQohdPSznFSDdAq-800x450-noPad.jpg?1653215810', 'processing': False}}",,,
StarterPetitionUpdate,30570154,2022-05-19T17:12:08.000Z,It's spreading,"<p>Our petition is spreading!</p>
<p>The more you share the more people might think about the consequences of their actions. No bad deed goes unpunished. Abuse has no gender. Everyone deserves justice.</p>
<p>Sign and share if for justice you care</p>
<p><a href=""https://chng.it/pwKzS9Pk2n"" rel=""nofollow"">https://chng.it/pwKzS9Pk2n</a></p>
<p>#JusticeForJohnnyDepp #JusticeForJohnny #BlakeLively #Aquaman2 #AmberHeardlsALiar #AmberHeardIsAnAbuser #abusehasnogender</p>","{'id': '226630184', 'petitionMedium': {'url': '//assets.change.org/photos/4/pm/mc/GgPMMCGMfeaMGXo-800x450-noPad.jpg?1652980333', 'processing': False}}",,,
MilestonePetitionUpdate,30568941,2022-05-19T11:53:59.000Z,,,,,,1500.0
StarterPetitionUpdate,30564038,2022-05-18T08:15:53.000Z,Blake Lively &Ryan Reynolds Match $1 Million in Donations to Support Displaced Families from Ukraine,"<p>When Blake Lively and Ryan Reynolds <strong>pledged</strong> $1 million to support displaced families from Ukraine, Americans responded.</p>
<p>On Saturday, February 26, Lively and Reynolds announced on their social media platforms their commitment to matching donations up to $1 million, and in less than 48 hours the match was met to provide lifesaving aid, protection and hope for displaced families from Ukraine.</p>
<p>“The outpouring of compassion for displaced people from Ukraine has been incredible. We’re proud to support USA for UNHCR and its work to provide emergency supplies, lifesaving care and hope – but we’re even more proud of the generous community of supporters that joined us. Thanks to them, families will have support, stability and hope during their darkest moments,” said Lively and Reynolds.</p>
<p>Source: <a href=""https://www.unrefugees.org/news/actors-blake-lively-and-ryan-reynolds-match-1-million-in-donations-to-support-displaced-families-from-ukraine/"" target=""_blank"" rel=""nofollow"">https://www.unrefugees.org/</a></p>","{'id': '226626355', 'petitionMedium': {'url': '//assets.change.org/photos/7/fb/kp/gTfbkPWugJFSqcb-800x450-noPad.jpg?1652861755', 'processing': False}}",,,
StarterPetitionUpdate,30563913,2022-05-18T07:05:59.000Z,Reason Why Johnny Depp Refuses To Look At Amber Heard Revealed During Trial,"<p>If you've been watching the trial, you will have noticed that while his ex-wife has given testimony, Depp has kept his gaze at the computer screen showing her testimony.<br>Despite her sitting right in front of him, he insists on watching her through the screen.<br><em><strong>Now we finally know why.</strong></em><br>As Heard testified yesterday (May 17), she was quizzed about how her ex-husband avoids her gaze.<br>Depp's lawyer, Camille Vasquez, asked Heard while she was on the stand: ""You know why he won't look at you. He told you you would never see his eyes again.""<br>It was revealed that Depp told her back in 2016 that he will never look at her again after she publicly accused him of domestic violence.<br>An audio recording was played at the trial where Depp could be heard saying: <strong><em>""I am nothing to you, and I will always be nothing to you. You will not see my eyes again.""</em></strong></p>
<p>source: <a href=""https://www.ladbible.com/news/latest-reason-why-johnny-depp-refuses-to-look-at-amber-heard-revealed-20220517?source=facebook&amp;fbclid=IwAR218wS3qq3edz3ey0VzchXoV9LP7o4E6wznSn8sa-K3Jc1ODKEzEjXOEnI"" target=""_blank"" rel=""nofollow"">LADBIBLE</a></p>","{'id': '226626265', 'petitionMedium': {'url': '//assets.change.org/photos/0/ts/ed/FPTseDauSxnaBxr-800x450-noPad.jpg?1652857562', 'processing': False}}",,,
MilestonePetitionUpdate,30563613,2022-05-18T04:35:22.000Z,,,,,,1000.0
MilestonePetitionUpdate,30562942,2022-05-18T00:13:53.000Z,,,,,,750.0
MilestonePetitionUpdate,30561914,2022-05-17T19:03:22.000Z,,,,,,500.0
MilestonePetitionUpdate,30560594,2022-05-17T13:13:31.000Z,,,,,,250.0
MilestonePetitionUpdate,30560395,2022-05-17T12:12:11.000Z,,,,,,200.0
MilestonePetitionUpdate,30559818,2022-05-17T07:34:03.000Z,,,,,,100.0
StarterPetitionUpdate,30559702,2022-05-17T06:40:10.000Z,Johnny Depp's lawyer shows court pictures of Amber Heard looking flawless on James Corden show the d,<p>Johnny Depp's lawyer shows court pictures of Amber Heard looking flawless on James Corden show the day after she alleged the actor broke her nose - and her doctor's records that make no mention of any marks on her face in final cross-examination</p>,,,,
StarterPetitionUpdate,30556116,2022-05-16T08:41:49.000Z,Justice for JD,"<p>looking for Style, look for JD</p>
<p>Sign and share if for justice you care<br><a href=""https://chng.it/pwKzS9Pk2n"" rel=""nofollow"">https://chng.it/pwKzS9Pk2n</a><br>#JusticeForJohnnyDepp #JusticeForJohnny</p>","{'id': '226620964', 'petitionMedium': {'url': '//assets.change.org/photos/9/iq/nl/DeiqnLogJPlHtJB-800x450-noPad.jpg?1652690511', 'processing': False}}",,,
MilestonePetitionUpdate,30548990,2022-05-13T21:22:33.000Z,,,,,,50.0
StarterPetitionUpdate,30537863,2022-05-11T07:52:21.000Z,Justice For Johnny,"<p>Sign and share if for justice you care<br><a href=""https://chng.it/pwKzS9Pk2n"" rel=""nofollow"">https://chng.it/pwKzS9Pk2n</a><br>#JusticeForJohnnyDepp #JusticeForJohnny</p>","{'id': '226608414', 'petitionMedium': {'url': '//assets.change.org/photos/7/ni/jb/XcNiJbBYjPrTumo-800x450-noPad.jpg?1652255542', 'processing': False}}",,,
MilestonePetitionUpdate,30534610,2022-05-10T13:25:54.000Z,,,,,,25.0
StarterPetitionUpdate,30529551,2022-05-09T07:34:29.000Z,Justice for JD,"<p>@GellertDepp<br>·<br>May 6<br> <br>If you still believe the media... Here’s Amber Heard’s photo in evidence and here’s what Dan Wootton at The Sun put on their front page. They believed in her innocence so much that they edited her photos. Johnny Depp deserved better. #dontbuythesun #JusticeForJohnnyDepp</p>
<p><a href=""https://twitter.com/GellertDepp/status/1522364755557638147/photo/2"" rel=""nofollow"">https://twitter.com/GellertDepp/status/1522364755557638147/photo/2</a></p>","{'id': '226602859', 'petitionMedium': {'url': '//assets.change.org/photos/4/qx/ys/AcqXySjmzliCUZD-800x450-noPad.jpg?1652081670', 'processing': False}}",,,
StarterPetitionUpdate,30529452,2022-05-09T06:42:17.000Z,Gaze and compare,<p>Isn't she a queen????</p>,"{'id': '226602807', 'petitionMedium': {'url': '//assets.change.org/photos/8/oq/jj/ThoQjJutraYakCA-800x450-noPad.jpg?1652078704', 'processing': False}}",,,
MilestonePetitionUpdate,30529376,2022-05-09T05:53:52.000Z,,,,,,10.0
MilestonePetitionUpdate,30529070,2022-05-09T02:36:31.000Z,,,,,,5.0
StarterPetitionUpdate,30528585,2022-05-08T21:44:46.000Z,Please share the link,"<p><a href=""https://www.change.org/Blakelivelyforaquaman2"" rel=""nofollow"">https://www.change.org/Blakelivelyforaquaman2</a></p>","{'id': '226602104', 'petitionMedium': {'url': '//assets.change.org/photos/1/jf/nr/DIJfNRJFYwkQMrb-800x450-noPad.jpg?1652046289', 'processing': False}}",,,
