__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,26701608,2020-05-22T13:24:10.000Z,6000
MilestonePetitionUpdate,26681255,2020-05-20T04:24:00.000Z,5000
MilestonePetitionUpdate,26670322,2020-05-18T21:52:09.000Z,4000
MilestonePetitionUpdate,26666035,2020-05-18T11:17:01.000Z,3000
MilestonePetitionUpdate,26663298,2020-05-18T00:30:38.000Z,2500
MilestonePetitionUpdate,26661764,2020-05-17T19:52:28.000Z,2000
MilestonePetitionUpdate,26659529,2020-05-17T14:24:38.000Z,1500
MilestonePetitionUpdate,26656680,2020-05-17T03:20:01.000Z,1000
MilestonePetitionUpdate,26656164,2020-05-17T01:07:38.000Z,750
MilestonePetitionUpdate,26655216,2020-05-16T21:42:54.000Z,500
MilestonePetitionUpdate,26653777,2020-05-16T17:50:17.000Z,250
MilestonePetitionUpdate,26653411,2020-05-16T16:53:18.000Z,200
MilestonePetitionUpdate,26652496,2020-05-16T14:36:53.000Z,100
MilestonePetitionUpdate,26651991,2020-05-16T13:14:05.000Z,50
MilestonePetitionUpdate,26651776,2020-05-16T12:35:35.000Z,25
MilestonePetitionUpdate,26651601,2020-05-16T12:00:35.000Z,10
MilestonePetitionUpdate,26651527,2020-05-16T11:47:15.000Z,5
