__typename,id,createdAt,signatureCount,title,description,photo,video,embeddedMedia
MilestonePetitionUpdate,30683333,2022-06-22T14:33:19.000Z,750.0,,,,,
MilestonePetitionUpdate,30631721,2022-06-06T16:37:00.000Z,500.0,,,,,
MilestonePetitionUpdate,30625895,2022-06-04T16:19:07.000Z,250.0,,,,,
StarterPetitionUpdate,30625476,2022-06-04T13:39:01.000Z,,Progress!!,"<p>Thank you to everybody who has contributed their time, and Money to have this sponsored, and seen to more people. As this petitions moves slowly, and progresses. We as people have a voice. We will continue to share, and sign as we are standing up for all Domestic Abuse victims! As this company still has her as a spokesperson, and brand ambassador, they are promoting violence, and domestic abuse. So stand up for what you believe in! <br><br></p>
<p>thank you everybody!!</p>",,,
MilestonePetitionUpdate,30624850,2022-06-04T07:46:58.000Z,200.0,,,,,
StarterPetitionUpdate,30617188,2022-06-02T03:29:28.000Z,,Milestone Reached,"<p>Thank you to everybody who has signed this petition. We are on our way, although it may be a tough goal to accomplish but with everybody's support, we will and can make something happen, and make a difference. <br><br></p>
<p> Continue to share, and support the Cause. </p>
<p>Thank you.</p>",,,
MilestonePetitionUpdate,30617153,2022-06-02T03:12:10.000Z,100.0,,,,,
MilestonePetitionUpdate,30616679,2022-06-02T00:07:52.000Z,50.0,,,,,
MilestonePetitionUpdate,30616505,2022-06-01T23:06:18.000Z,25.0,,,,,
MilestonePetitionUpdate,30616386,2022-06-01T22:24:41.000Z,10.0,,,,,
MilestonePetitionUpdate,30616273,2022-06-01T21:50:53.000Z,5.0,,,,,
