__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30623043,2022-06-03T17:43:43.000Z,25
MilestonePetitionUpdate,30527748,2022-05-08T15:43:11.000Z,10
MilestonePetitionUpdate,30511183,2022-05-04T07:17:10.000Z,5
