__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30752768,2022-07-15T20:40:00.000Z,1500
MilestonePetitionUpdate,30427868,2022-04-09T19:07:16.000Z,1000
MilestonePetitionUpdate,30418075,2022-04-07T04:06:30.000Z,750
MilestonePetitionUpdate,30413572,2022-04-06T03:09:05.000Z,500
MilestonePetitionUpdate,30411130,2022-04-05T14:42:05.000Z,250
MilestonePetitionUpdate,30410832,2022-04-05T13:15:18.000Z,200
MilestonePetitionUpdate,30409741,2022-04-05T05:22:56.000Z,100
MilestonePetitionUpdate,30409652,2022-04-05T04:29:31.000Z,50
MilestonePetitionUpdate,30409612,2022-04-05T04:09:41.000Z,25
MilestonePetitionUpdate,30409597,2022-04-05T04:02:05.000Z,10
MilestonePetitionUpdate,30409595,2022-04-05T03:59:59.000Z,5
