__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30561282,2022-05-17T16:19:47.000Z,50
MilestonePetitionUpdate,29268477,2021-06-29T01:39:51.000Z,25
MilestonePetitionUpdate,28129683,2020-11-27T01:22:40.000Z,10
MilestonePetitionUpdate,28114487,2020-11-24T05:29:23.000Z,5
