__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30562855,2022-05-17T23:43:20.000Z,150000
MilestonePetitionUpdate,30522309,2022-05-06T20:38:28.000Z,100000
MilestonePetitionUpdate,30508655,2022-05-03T17:10:51.000Z,75000
MilestonePetitionUpdate,30502297,2022-05-01T21:26:40.000Z,50000
MilestonePetitionUpdate,30500340,2022-05-01T05:04:38.000Z,40000
MilestonePetitionUpdate,30499533,2022-04-30T21:19:04.000Z,35000
MilestonePetitionUpdate,30498377,2022-04-30T13:31:24.000Z,30000
MilestonePetitionUpdate,30497104,2022-04-30T01:37:20.000Z,25000
MilestonePetitionUpdate,30495936,2022-04-29T18:39:24.000Z,20000
MilestonePetitionUpdate,30495344,2022-04-29T15:51:40.000Z,17500
MilestonePetitionUpdate,30494630,2022-04-29T12:42:21.000Z,15000
MilestonePetitionUpdate,30493090,2022-04-29T01:04:44.000Z,12500
MilestonePetitionUpdate,30492042,2022-04-28T19:37:22.000Z,10000
MilestonePetitionUpdate,30491423,2022-04-28T17:12:14.000Z,9000
MilestonePetitionUpdate,30490755,2022-04-28T14:40:41.000Z,8000
MilestonePetitionUpdate,30490438,2022-04-28T13:19:34.000Z,7500
MilestonePetitionUpdate,30490033,2022-04-28T11:16:44.000Z,7000
MilestonePetitionUpdate,30489037,2022-04-28T03:01:31.000Z,6000
MilestonePetitionUpdate,30487460,2022-04-27T18:19:15.000Z,5000
MilestonePetitionUpdate,30484474,2022-04-26T23:22:53.000Z,4000
MilestonePetitionUpdate,30480854,2022-04-26T01:33:36.000Z,3000
MilestonePetitionUpdate,30477620,2022-04-25T05:57:00.000Z,2500
MilestonePetitionUpdate,30473384,2022-04-23T13:27:11.000Z,2000
MilestonePetitionUpdate,30465286,2022-04-21T03:36:48.000Z,1500
MilestonePetitionUpdate,30443603,2022-04-14T01:37:47.000Z,1000
MilestonePetitionUpdate,30371057,2022-03-25T08:34:38.000Z,750
MilestonePetitionUpdate,30008528,2021-12-30T02:55:41.000Z,500
MilestonePetitionUpdate,29568734,2021-09-07T01:15:57.000Z,250
MilestonePetitionUpdate,29490893,2021-08-20T17:56:08.000Z,200
MilestonePetitionUpdate,29270414,2021-06-29T13:28:26.000Z,100
MilestonePetitionUpdate,29268541,2021-06-29T02:02:59.000Z,50
MilestonePetitionUpdate,29267460,2021-06-28T20:13:20.000Z,25
MilestonePetitionUpdate,29267343,2021-06-28T19:33:06.000Z,10
MilestonePetitionUpdate,29267338,2021-06-28T19:32:05.000Z,10
MilestonePetitionUpdate,29267328,2021-06-28T19:28:19.000Z,5
