__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30639685,2022-06-08T19:42:07.000Z,15000
MilestonePetitionUpdate,30629606,2022-06-05T23:53:04.000Z,12500
MilestonePetitionUpdate,30607909,2022-05-30T16:30:26.000Z,10000
MilestonePetitionUpdate,30575882,2022-05-21T05:09:21.000Z,9000
MilestonePetitionUpdate,30548914,2022-05-13T21:04:17.000Z,8000
MilestonePetitionUpdate,30527481,2022-05-08T13:34:54.000Z,7500
MilestonePetitionUpdate,30505622,2022-05-02T20:59:49.000Z,7000
MilestonePetitionUpdate,28955196,2021-04-27T15:06:58.000Z,6000
MilestonePetitionUpdate,28942487,2021-04-25T06:10:48.000Z,5000
MilestonePetitionUpdate,28936598,2021-04-23T23:08:58.000Z,4000
MilestonePetitionUpdate,28649971,2021-03-04T07:08:03.000Z,3000
MilestonePetitionUpdate,28261639,2020-12-23T09:35:52.000Z,2500
MilestonePetitionUpdate,28175376,2020-12-06T06:26:03.000Z,2000
MilestonePetitionUpdate,28120469,2020-11-25T08:38:23.000Z,1500
MilestonePetitionUpdate,28093470,2020-11-19T23:35:27.000Z,1000
MilestonePetitionUpdate,28092124,2020-11-19T19:20:15.000Z,750
MilestonePetitionUpdate,28090488,2020-11-19T14:04:59.000Z,500
MilestonePetitionUpdate,28076229,2020-11-16T19:26:48.000Z,250
MilestonePetitionUpdate,28072639,2020-11-16T00:48:21.000Z,200
MilestonePetitionUpdate,28069666,2020-11-15T08:05:35.000Z,100
MilestonePetitionUpdate,28066996,2020-11-14T15:10:59.000Z,50
MilestonePetitionUpdate,28065640,2020-11-14T04:42:32.000Z,25
MilestonePetitionUpdate,28063917,2020-11-13T19:29:29.000Z,10
MilestonePetitionUpdate,28062562,2020-11-13T14:51:57.000Z,5
