__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30463843,2022-04-20T18:24:45.000Z,1500
MilestonePetitionUpdate,29415676,2021-08-04T04:37:18.000Z,1000
MilestonePetitionUpdate,28606800,2021-02-24T19:21:34.000Z,750
MilestonePetitionUpdate,28390683,2021-01-19T16:48:33.000Z,500
MilestonePetitionUpdate,28029563,2020-11-08T04:03:48.000Z,250
MilestonePetitionUpdate,28027545,2020-11-07T19:37:24.000Z,200
MilestonePetitionUpdate,27324806,2020-07-19T00:39:33.000Z,100
MilestonePetitionUpdate,25920544,2020-03-13T22:48:35.000Z,50
MilestonePetitionUpdate,25809936,2020-02-27T06:20:06.000Z,25
MilestonePetitionUpdate,25800228,2020-02-25T11:15:05.000Z,10
MilestonePetitionUpdate,25798602,2020-02-25T00:33:10.000Z,5
