__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30688428,2022-06-23T23:10:53.000Z,15000
MilestonePetitionUpdate,30626149,2022-06-04T18:07:31.000Z,12500
MilestonePetitionUpdate,30616787,2022-06-02T00:50:23.000Z,10000
MilestonePetitionUpdate,30611695,2022-05-31T17:13:29.000Z,9000
MilestonePetitionUpdate,30561575,2022-05-17T17:31:27.000Z,8000
MilestonePetitionUpdate,30554599,2022-05-15T19:56:30.000Z,7500
MilestonePetitionUpdate,30552650,2022-05-15T03:40:53.000Z,7000
MilestonePetitionUpdate,30547366,2022-05-13T13:49:47.000Z,6000
MilestonePetitionUpdate,30543922,2022-05-12T16:46:33.000Z,5000
MilestonePetitionUpdate,30541033,2022-05-11T23:03:47.000Z,4000
MilestonePetitionUpdate,30533339,2022-05-10T05:02:38.000Z,3000
MilestonePetitionUpdate,30532789,2022-05-10T00:48:37.000Z,2500
MilestonePetitionUpdate,30532478,2022-05-09T22:48:32.000Z,2000
MilestonePetitionUpdate,30532217,2022-05-09T21:30:51.000Z,1500
MilestonePetitionUpdate,30531815,2022-05-09T19:49:03.000Z,1000
MilestonePetitionUpdate,30531509,2022-05-09T18:34:41.000Z,750
MilestonePetitionUpdate,30531171,2022-05-09T17:15:59.000Z,500
MilestonePetitionUpdate,30530938,2022-05-09T16:17:24.000Z,250
MilestonePetitionUpdate,30530874,2022-05-09T16:02:26.000Z,200
MilestonePetitionUpdate,30530746,2022-05-09T15:28:10.000Z,100
MilestonePetitionUpdate,30530742,2022-05-09T15:27:04.000Z,100
MilestonePetitionUpdate,30530739,2022-05-09T15:26:46.000Z,100
MilestonePetitionUpdate,30530388,2022-05-09T13:54:26.000Z,50
MilestonePetitionUpdate,30530022,2022-05-09T11:31:39.000Z,25
MilestonePetitionUpdate,30529446,2022-05-09T06:39:36.000Z,10
MilestonePetitionUpdate,30529259,2022-05-09T04:43:38.000Z,5
