__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30504330,2022-05-02T14:46:05.000Z,50
MilestonePetitionUpdate,28223328,2020-12-15T06:14:38.000Z,25
MilestonePetitionUpdate,28150018,2020-12-01T15:26:31.000Z,10
MilestonePetitionUpdate,28145044,2020-11-30T16:11:47.000Z,5
