__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,27144132,2020-06-29T13:02:49.000Z,100000
MilestonePetitionUpdate,27031110,2020-06-18T14:05:10.000Z,75000
MilestonePetitionUpdate,27026760,2020-06-18T05:00:22.000Z,50000
MilestonePetitionUpdate,26991023,2020-06-15T10:09:08.000Z,40000
MilestonePetitionUpdate,26966725,2020-06-13T00:47:14.000Z,35000
MilestonePetitionUpdate,26914574,2020-06-09T16:24:08.000Z,30000
MilestonePetitionUpdate,26897047,2020-06-08T14:26:26.000Z,25000
MilestonePetitionUpdate,26894330,2020-06-08T09:43:06.000Z,20000
MilestonePetitionUpdate,26893895,2020-06-08T08:43:08.000Z,17500
MilestonePetitionUpdate,26893588,2020-06-08T08:05:57.000Z,15000
MilestonePetitionUpdate,26885563,2020-06-07T18:13:17.000Z,12500
MilestonePetitionUpdate,26878261,2020-06-07T03:59:39.000Z,10000
MilestonePetitionUpdate,26867951,2020-06-06T12:19:21.000Z,9000
MilestonePetitionUpdate,26863758,2020-06-06T03:27:00.000Z,8000
MilestonePetitionUpdate,26831083,2020-06-04T12:21:01.000Z,7000
MilestonePetitionUpdate,26831063,2020-06-04T12:19:25.000Z,7000
MilestonePetitionUpdate,26812308,2020-06-03T13:12:39.000Z,6000
MilestonePetitionUpdate,26799564,2020-06-02T15:33:22.000Z,5000
MilestonePetitionUpdate,26797323,2020-06-02T10:32:01.000Z,4000
MilestonePetitionUpdate,26756163,2020-05-29T10:59:50.000Z,3000
MilestonePetitionUpdate,26720951,2020-05-25T09:07:13.000Z,2500
MilestonePetitionUpdate,26691489,2020-05-21T08:17:53.000Z,2000
MilestonePetitionUpdate,26651422,2020-05-16T11:27:49.000Z,1500
MilestonePetitionUpdate,26614711,2020-05-12T11:19:08.000Z,1000
MilestonePetitionUpdate,26593667,2020-05-09T15:22:14.000Z,750
MilestonePetitionUpdate,26476836,2020-04-27T03:32:35.000Z,500
MilestonePetitionUpdate,26430557,2020-04-22T07:02:39.000Z,250
MilestonePetitionUpdate,26424545,2020-04-21T17:36:57.000Z,200
MilestonePetitionUpdate,26396882,2020-04-18T19:48:56.000Z,100
MilestonePetitionUpdate,26395917,2020-04-18T17:55:37.000Z,50
MilestonePetitionUpdate,26394910,2020-04-18T15:58:02.000Z,25
MilestonePetitionUpdate,26394200,2020-04-18T14:35:46.000Z,10
MilestonePetitionUpdate,26393896,2020-04-18T13:57:37.000Z,5
