__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30747745,2022-07-14T04:26:50.000Z,2000
MilestonePetitionUpdate,30609071,2022-05-31T00:08:47.000Z,1500
MilestonePetitionUpdate,30595225,2022-05-26T16:13:34.000Z,1000
MilestonePetitionUpdate,30586789,2022-05-24T17:21:28.000Z,750
MilestonePetitionUpdate,30580168,2022-05-22T20:06:22.000Z,500
MilestonePetitionUpdate,30578333,2022-05-22T02:34:01.000Z,250
MilestonePetitionUpdate,30578106,2022-05-22T00:03:57.000Z,200
MilestonePetitionUpdate,30577783,2022-05-21T21:05:05.000Z,100
MilestonePetitionUpdate,30572000,2022-05-20T02:27:11.000Z,50
MilestonePetitionUpdate,30571560,2022-05-19T23:50:00.000Z,25
MilestonePetitionUpdate,30571353,2022-05-19T22:42:06.000Z,10
MilestonePetitionUpdate,30571256,2022-05-19T22:09:59.000Z,5
