__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30502535,2022-05-01T23:39:28.000Z,25
MilestonePetitionUpdate,28833254,2021-04-06T23:50:00.000Z,10
MilestonePetitionUpdate,28240652,2020-12-18T02:39:52.000Z,5
