__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30648245,2022-06-11T04:54:11.000Z,1000
MilestonePetitionUpdate,30628068,2022-06-05T12:32:51.000Z,750
MilestonePetitionUpdate,30623803,2022-06-03T21:58:10.000Z,500
MilestonePetitionUpdate,30622723,2022-06-03T16:06:16.000Z,250
MilestonePetitionUpdate,30622587,2022-06-03T15:27:45.000Z,200
MilestonePetitionUpdate,30622393,2022-06-03T14:28:25.000Z,100
MilestonePetitionUpdate,30622286,2022-06-03T14:03:04.000Z,50
MilestonePetitionUpdate,30622249,2022-06-03T13:51:10.000Z,25
MilestonePetitionUpdate,30622223,2022-06-03T13:41:33.000Z,10
MilestonePetitionUpdate,30622159,2022-06-03T13:25:09.000Z,5
