__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,28377854,2021-01-17T02:09:34.000Z,1500
MilestonePetitionUpdate,28269370,2020-12-25T22:25:20.000Z,1000
MilestonePetitionUpdate,28205612,2020-12-11T19:13:42.000Z,750
MilestonePetitionUpdate,28186428,2020-12-08T14:55:45.000Z,500
MilestonePetitionUpdate,28145924,2020-11-30T19:17:26.000Z,250
MilestonePetitionUpdate,28141285,2020-11-29T19:49:53.000Z,200
MilestonePetitionUpdate,28130288,2020-11-27T06:25:46.000Z,100
MilestonePetitionUpdate,28123536,2020-11-25T20:10:36.000Z,50
MilestonePetitionUpdate,28116129,2020-11-24T14:16:03.000Z,25
MilestonePetitionUpdate,28108795,2020-11-23T01:09:36.000Z,10
MilestonePetitionUpdate,28107834,2020-11-22T20:26:53.000Z,5
