__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30551340,2022-05-14T16:34:35.000Z,1000
MilestonePetitionUpdate,30529549,2022-05-09T07:33:52.000Z,750
MilestonePetitionUpdate,30517946,2022-05-05T20:13:29.000Z,500
MilestonePetitionUpdate,30505513,2022-05-02T20:24:04.000Z,250
MilestonePetitionUpdate,30504527,2022-05-02T15:43:09.000Z,200
MilestonePetitionUpdate,30500989,2022-05-01T12:28:25.000Z,100
MilestonePetitionUpdate,30495293,2022-04-29T15:38:39.000Z,50
MilestonePetitionUpdate,30480665,2022-04-26T00:19:06.000Z,25
MilestonePetitionUpdate,30464091,2022-04-20T19:44:31.000Z,10
MilestonePetitionUpdate,30463945,2022-04-20T19:00:03.000Z,5
