__typename,id,createdAt,title,description,photo,video,embeddedMedia,signatureCount
StarterPetitionUpdate,30655338,2022-06-13T17:59:18.000Z,"We almost hit 7,500 signatures","<p>After such a long petition and the king Johnny Depp Vs Amber Heard case and after Johnny Depp winning we achieved almost 7,500 signatures. To all of you here is a personal message from me “ ZXVVXZ - YouTube. Since the petition was created I read every comment from the beginning and your stories of how you were abuse survivors. Your stories have inspired me to create a forums / chat site where we can all group together and help out one another and always be supportive. Abuse is a major problem that is rarely helped among millions of people. I will be updating next time where the new website will be for those who wish to join. It will be free and anyone you know who wants to post their story is welcome too.</p>",,,,
MilestonePetitionUpdate,30624554,2022-06-04T04:32:51.000Z,,,,,,7000.0
StarterPetitionUpdate,30615464,2022-06-01T17:36:56.000Z,Thank you Johnny Depp supporters!,"<p>Together we have almost achieved <strong><em>7,000 signatures and 4,000 shares on this petition</em></strong>. In addition to that we have also raised almost $1,000 for <em><strong>Children’s Hospital Los Angeles. It is truly amazing what we can do together when we unite for a great cause. You can click here to donate to my fundraiser for Children’s Hospital Los Angeles <a href=""https://gofund.me/27863b21"" target=""_blank"" rel=""nofollow"">Children’s Hospital Los Angeles Fundraiser</a> here’s my YouTube channel! <a href=""https://youtube.com/c/ZXVVXZ666"" target=""_blank"" rel=""nofollow"">My YouTube Channel</a> Don’t forget to share this petition on your own Social Medias!</strong></em></p>",,,,
MilestonePetitionUpdate,30613074,2022-06-01T01:13:07.000Z,,,,,,6000.0
StarterPetitionUpdate,30601542,2022-05-28T07:33:01.000Z,I have created a fundraiser for Childrens Hospital Los Angeles,"<p>Hey Team Johnny Depp �❤️ I have created a fundraiser for Children’s Hospital Los Angeles. You can click here to go and donate to the children in need <a href=""https://gofund.me/27863b21"" target=""_blank"" rel=""nofollow"">https://gofund.me/27863b21</a></p>",,,,
MilestonePetitionUpdate,30600835,2022-05-28T00:05:37.000Z,,,,,,5000.0
MilestonePetitionUpdate,30598950,2022-05-27T13:31:59.000Z,,,,,,4000.0
MilestonePetitionUpdate,30596623,2022-05-26T21:27:03.000Z,,,,,,3000.0
MilestonePetitionUpdate,30596065,2022-05-26T19:09:49.000Z,,,,,,2500.0
MilestonePetitionUpdate,30595831,2022-05-26T18:18:24.000Z,,,,,,2000.0
MilestonePetitionUpdate,30595830,2022-05-26T18:18:14.000Z,,,,,,2000.0
MilestonePetitionUpdate,30595519,2022-05-26T17:15:25.000Z,,,,,,1500.0
MilestonePetitionUpdate,30595218,2022-05-26T16:11:10.000Z,,,,,,1000.0
MilestonePetitionUpdate,30594998,2022-05-26T15:20:55.000Z,,,,,,750.0
StarterPetitionUpdate,30594912,2022-05-26T14:59:58.000Z,Justice for Johnny Depp,<p>what Johnny Depp has done for the people who are afraid to speak out is beyond incredible. Do not forget that you are loved you can tell your story! Do not be afraid! Do it! </p>,,,,
MilestonePetitionUpdate,30594849,2022-05-26T14:45:11.000Z,,,,,,500.0
MilestonePetitionUpdate,30594722,2022-05-26T14:07:25.000Z,,,,,,250.0
MilestonePetitionUpdate,30594672,2022-05-26T13:56:09.000Z,,,,,,200.0
MilestonePetitionUpdate,30594618,2022-05-26T13:43:36.000Z,,,,,,100.0
MilestonePetitionUpdate,30594588,2022-05-26T13:35:45.000Z,,,,,,50.0
MilestonePetitionUpdate,30594576,2022-05-26T13:31:52.000Z,,,,,,25.0
MilestonePetitionUpdate,30594564,2022-05-26T13:29:23.000Z,,,,,,10.0
MilestonePetitionUpdate,30594557,2022-05-26T13:27:41.000Z,,,,,,5.0
