__typename,id,createdAt,signatureCount,title,description,photo,video,embeddedMedia
MilestonePetitionUpdate,30621470,2022-06-03T08:07:56.000Z,1500.0,,,,,
MilestonePetitionUpdate,30600124,2022-05-27T19:20:52.000Z,1000.0,,,,,
MilestonePetitionUpdate,30594237,2022-05-26T11:51:16.000Z,750.0,,,,,
MilestonePetitionUpdate,30580362,2022-05-22T21:36:24.000Z,500.0,,,,,
MilestonePetitionUpdate,30571065,2022-05-19T21:11:11.000Z,250.0,,,,,
MilestonePetitionUpdate,30568430,2022-05-19T08:36:55.000Z,200.0,,,,,
StarterPetitionUpdate,30561216,2022-05-17T16:02:08.000Z,,Day 2 of Cross Examination of Amber Heard,"<p>THE TRUTH IS UNFOLDING SO LOUDLY!! Sad that Johnnys career was tanked so quickly without any research! <br><br></p>
<p><a href=""https://nypost.com/2022/05/16/johnny-depp-vs-amber-heard-trial-live-updates/"" rel=""nofollow"">https://nypost.com/2022/05/16/johnny-depp-vs-amber-heard-trial-live-updates/</a></p>",,,
MilestonePetitionUpdate,30559946,2022-05-17T08:47:08.000Z,100.0,,,,,
StarterPetitionUpdate,30558602,2022-05-16T22:49:45.000Z,,CROSS EXAMINATION FIRE!!!,"<p>Today was the beginning of Cross examination of Amber Heard and WOW was Johnny’s lawyer on point and Brutal!!! <br><br>Who is this bulldog? Take a look!!</p>
<p><a href=""https://vm.tiktok.com/ZTdG6khQd/?k=1"" rel=""nofollow"">https://vm.tiktok.com/ZTdG6khQd/?k=1</a></p>",,,
StarterPetitionUpdate,30558467,2022-05-16T22:00:21.000Z,,LINK CHANGED!!!!! Re SHARE!!!,"<p>I have update the link to be easier for people to share it around. Please use this new link!!! <br><br></p>
<p>help spread the word and increase numbers now that we are on the second half of this defamation trial!  <br><br></p>
<p><a href=""https://www.change.org/HELP_JOHNNY_DEPP"" rel=""nofollow"">https://www.change.org/HELP_JOHNNY_DEPP</a></p>",,,
StarterPetitionUpdate,30557764,2022-05-16T18:23:28.000Z,,DEFAMATION TRIAL PART 2 continues today!!!!,"<p>THE BATTLE RESUMES TODAY, ONE DAY CLOSER TO JUSTICE FOR JOHNNY DEPP!</p>
<p> </p>
<p><a href=""https://amp.cnn.com/cnn/2022/05/16/entertainment/johnny-depp-amber-heard/index.html"" target=""_blank"" rel=""nofollow"">https://amp.cnn.com/cnn/2022/05/16/entertainment/johnny-depp-amber-heard/index.html</a></p>",,,
MilestonePetitionUpdate,30554887,2022-05-15T21:49:27.000Z,50.0,,,,,
MilestonePetitionUpdate,30550837,2022-05-14T13:06:24.000Z,25.0,,,,,
MilestonePetitionUpdate,30549872,2022-05-14T03:49:43.000Z,10.0,,,,,
MilestonePetitionUpdate,30549471,2022-05-14T00:37:13.000Z,5.0,,,,,
