__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30559700,2022-05-17T06:38:43.000Z,25
MilestonePetitionUpdate,30521681,2022-05-06T17:55:51.000Z,10
MilestonePetitionUpdate,30519702,2022-05-06T08:31:57.000Z,5
