__typename,id,createdAt,signatureCount,title,description,photo,video,embeddedMedia
MilestonePetitionUpdate,30648318,2022-06-11T05:59:16.000Z,9000.0,,,,,
MilestonePetitionUpdate,30625594,2022-06-04T14:28:20.000Z,8000.0,,,,,
MilestonePetitionUpdate,30622196,2022-06-03T13:32:59.000Z,7500.0,,,,,
MilestonePetitionUpdate,30617978,2022-06-02T11:07:07.000Z,7000.0,,,,,
MilestonePetitionUpdate,30613183,2022-06-01T01:50:27.000Z,6000.0,,,,,
MilestonePetitionUpdate,30611316,2022-05-31T15:24:09.000Z,5000.0,,,,,
MilestonePetitionUpdate,30609752,2022-05-31T05:45:44.000Z,4000.0,,,,,
MilestonePetitionUpdate,30604567,2022-05-29T12:37:57.000Z,3000.0,,,,,
MilestonePetitionUpdate,30585910,2022-05-24T13:30:22.000Z,2500.0,,,,,
MilestonePetitionUpdate,30557213,2022-05-16T15:30:05.000Z,2000.0,,,,,
MilestonePetitionUpdate,30535887,2022-05-10T19:09:36.000Z,1500.0,,,,,
MilestonePetitionUpdate,30518045,2022-05-05T20:40:41.000Z,1000.0,,,,,
MilestonePetitionUpdate,30508052,2022-05-03T14:24:52.000Z,750.0,,,,,
MilestonePetitionUpdate,30503497,2022-05-02T09:01:20.000Z,500.0,,,,,
MilestonePetitionUpdate,30499371,2022-04-30T20:09:35.000Z,250.0,,,,,
MilestonePetitionUpdate,30497069,2022-04-30T01:20:55.000Z,200.0,,,,,
MilestonePetitionUpdate,30493998,2022-04-29T08:28:22.000Z,100.0,,,,,
MilestonePetitionUpdate,30493548,2022-04-29T04:10:32.000Z,50.0,,,,,
MilestonePetitionUpdate,30493421,2022-04-29T03:08:31.000Z,25.0,,,,,
StarterPetitionUpdate,30492935,2022-04-29T00:17:34.000Z,,Thank you !,<p>Thank you so much for taking the time to help show our support for such a legendary thespian . ��‍☠️</p>,,,
MilestonePetitionUpdate,30492836,2022-04-28T23:39:06.000Z,10.0,,,,,
MilestonePetitionUpdate,30492685,2022-04-28T22:48:25.000Z,5.0,,,,,
