__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,28711025,2021-03-15T09:49:38.000Z,2500
MilestonePetitionUpdate,28582253,2021-02-20T10:34:02.000Z,2000
MilestonePetitionUpdate,28426431,2021-01-25T23:21:58.000Z,1500
MilestonePetitionUpdate,28376297,2021-01-16T18:27:21.000Z,1000
MilestonePetitionUpdate,28351268,2021-01-12T15:06:47.000Z,750
MilestonePetitionUpdate,28336304,2021-01-09T21:38:37.000Z,500
MilestonePetitionUpdate,28301446,2021-01-04T08:25:11.000Z,250
MilestonePetitionUpdate,28296034,2021-01-03T02:32:57.000Z,200
MilestonePetitionUpdate,28290896,2021-01-01T17:56:20.000Z,100
MilestonePetitionUpdate,28289569,2021-01-01T01:30:08.000Z,50
MilestonePetitionUpdate,28289091,2020-12-31T21:38:19.000Z,25
MilestonePetitionUpdate,28083280,2020-11-18T03:31:05.000Z,10
MilestonePetitionUpdate,28079549,2020-11-17T13:17:06.000Z,5
