__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,28538528,2021-02-12T10:14:29.000Z,25
MilestonePetitionUpdate,28043403,2020-11-10T12:48:30.000Z,10
MilestonePetitionUpdate,28035705,2020-11-09T07:29:57.000Z,5
