__typename,id,createdAt,signatureCount,title,description,photo,video,embeddedMedia
MilestonePetitionUpdate,29703544,2021-10-09T21:10:39.000Z,500.0,,,,,
StarterPetitionUpdate,29701700,2021-10-09T06:41:52.000Z,,ADS,"<p>Finding out that ADS was closed only to put offices in there is appalling. Our kids need this school! Let's keep fighting and doing what is best for our community.</p>
<p>A news station that I have spoken with seems to be interested in what is going on in Alamogordo. Fingers crossed!</p>",,,
MilestonePetitionUpdate,29691942,2021-10-06T21:14:33.000Z,250.0,,,,,
MilestonePetitionUpdate,29684105,2021-10-05T02:07:30.000Z,200.0,,,,,
StarterPetitionUpdate,29560762,2021-09-04T19:35:45.000Z,,No Answer From The School Board,<p>The school board still has not answered any of my messages. I am going to talk to the newspapers and news stations next. </p>,,,
StarterPetitionUpdate,29524724,2021-08-27T19:10:16.000Z,,Let’s take this campaign to the next level,"<p>Hi all, I just wanted to reach out to let you know we’ve just passed 115 signatures on our petition! Thank you so much for your support! Will you help me to get more support by sharing this petition with ten other people? If enough of us sign we can’t be ignored! Here’s a link to share <a href=""https://www.change.org/p/ped-helpdesk-state-nm-us-aps-take-a-stand-remove-colleen-tagle-and-cara-malone"" rel=""nofollow"">https://www.change.org/p/ped-helpdesk-state-nm-us-aps-take-a-stand-remove-colleen-tagle-and-cara-malone</a></p>",,,
MilestonePetitionUpdate,29523016,2021-08-27T12:54:38.000Z,100.0,,,,,
MilestonePetitionUpdate,29520272,2021-08-26T22:42:58.000Z,50.0,,,,,
MilestonePetitionUpdate,29518216,2021-08-26T15:25:39.000Z,25.0,,,,,
MilestonePetitionUpdate,29515845,2021-08-26T03:22:01.000Z,10.0,,,,,
MilestonePetitionUpdate,29515537,2021-08-26T02:10:28.000Z,5.0,,,,,
