__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30960862,2022-09-29T13:31:32.000Z,1000
MilestonePetitionUpdate,30912256,2022-09-13T00:00:33.000Z,750
MilestonePetitionUpdate,30896089,2022-09-07T02:54:55.000Z,500
MilestonePetitionUpdate,30894672,2022-09-06T16:44:51.000Z,250
MilestonePetitionUpdate,30894465,2022-09-06T15:27:29.000Z,200
MilestonePetitionUpdate,30894183,2022-09-06T13:45:29.000Z,100
MilestonePetitionUpdate,30894053,2022-09-06T12:48:14.000Z,50
MilestonePetitionUpdate,30893925,2022-09-06T11:46:47.000Z,25
MilestonePetitionUpdate,30893329,2022-09-06T05:37:34.000Z,10
MilestonePetitionUpdate,30893172,2022-09-06T03:27:03.000Z,5
