__typename,id,createdAt,signatureCount,title,description,photo,video,embeddedMedia
MilestonePetitionUpdate,30552779,2022-05-15T05:25:07.000Z,2000.0,,,,,
MilestonePetitionUpdate,28308991,2021-01-05T15:30:20.000Z,1000.0,,,,,
MilestonePetitionUpdate,28301946,2021-01-04T11:57:31.000Z,750.0,,,,,
MilestonePetitionUpdate,28291692,2021-01-01T23:21:13.000Z,500.0,,,,,
MilestonePetitionUpdate,28284578,2020-12-30T17:01:53.000Z,250.0,,,,,
MilestonePetitionUpdate,28283788,2020-12-30T12:16:48.000Z,200.0,,,,,
StarterPetitionUpdate,28283650,2020-12-30T10:53:13.000Z,,A public letter to AMBER HEARD the Audio,"<p><strong>Welcome! </strong></p>
<p>Thank you to all who have signed this petition so far. Many of you will have found your way here through our full length video on Youtube.</p>
<p>But if you have just stumbled across this please watch the accompanying video to add much needed context.</p>",,,
MilestonePetitionUpdate,28282868,2020-12-30T03:39:37.000Z,100.0,,,,,
MilestonePetitionUpdate,28282416,2020-12-30T00:37:08.000Z,50.0,,,,,
MilestonePetitionUpdate,28282327,2020-12-30T00:07:01.000Z,25.0,,,,,
MilestonePetitionUpdate,28282253,2020-12-29T23:35:48.000Z,10.0,,,,,
MilestonePetitionUpdate,28282201,2020-12-29T23:21:48.000Z,5.0,,,,,
