__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30622287,2022-06-03T14:03:18.000Z,6000
MilestonePetitionUpdate,30613381,2022-06-01T03:33:28.000Z,5000
MilestonePetitionUpdate,30609939,2022-05-31T07:13:22.000Z,4000
MilestonePetitionUpdate,30591253,2022-05-25T18:20:24.000Z,3000
MilestonePetitionUpdate,30561608,2022-05-17T17:39:32.000Z,2500
MilestonePetitionUpdate,30548449,2022-05-13T18:57:46.000Z,2000
MilestonePetitionUpdate,30531825,2022-05-09T19:52:21.000Z,1500
MilestonePetitionUpdate,30519128,2022-05-06T03:07:11.000Z,1000
MilestonePetitionUpdate,30510106,2022-05-03T23:45:28.000Z,750
MilestonePetitionUpdate,30505306,2022-05-02T19:28:12.000Z,500
MilestonePetitionUpdate,30502443,2022-05-01T22:41:26.000Z,250
MilestonePetitionUpdate,30501820,2022-05-01T18:06:48.000Z,200
MilestonePetitionUpdate,30499306,2022-04-30T19:44:05.000Z,100
MilestonePetitionUpdate,30488363,2022-04-27T22:34:02.000Z,50
MilestonePetitionUpdate,30477454,2022-04-25T03:56:43.000Z,25
MilestonePetitionUpdate,30467536,2022-04-21T19:28:16.000Z,10
MilestonePetitionUpdate,30464739,2022-04-20T23:28:47.000Z,5
