__typename,id,createdAt,title,description,photo,video,embeddedMedia,signatureCount
StarterPetitionUpdate,24393343,2019-04-07T05:03:50.000Z,"We have well over 100,000 signatures!","<p>Thanks to channel 7 news and their willingness to put a little airtime on for our petition we have officially hit over 100000 signatures. This is a great landmark!  To celebrate the 100000 signature we are assembling at big l's sports grill in South Rockwood Michigan tomorrow April 7th at 7p.m. with an open microphone. We will also be scheduling the rally of 100,000 at the Capitol stairs to voice our opinions. Please come out and help push this movement to a level beyond belief. WE THE PEOPLE SAY NO TO NEW FUEL TAXES!</p>",,,,
MilestonePetitionUpdate,24379715,2019-04-03T22:40:40.000Z,,,,,,100000.0
StarterPetitionUpdate,24378081,2019-04-03T16:45:36.000Z,I will be speaking again on TV about our petition. WXYZ channel 7 tonight 6:00 p.m.,<p>Kimberly Craig just conducted an interview with me at my planet fitness job site in Birmingham Michigan. The interview went quite well!  I believe I touched on a few points that we all can agree on. Please tune in tonight to WXYZ channel 7 news Detroit at 6:00 p.m. to see my interview.</p>,,,,
StarterPetitionUpdate,24369945,2019-04-01T22:10:59.000Z,WOOD News Radio was great!,<p>Please keep sharing and tagging. We are so close! So close! Thank you all for voicing your opinions on this topic and helping me make my way to Lansing to deliver our voice to our government.  </p>,,,"{'providerName': 'Newsradio WOOD 1300 and 106.9 FM', 'photoUrl': 'https://i.iheart.com/v3/re/new_assets/5c98c64af49fc15df3193d80', 'description': 'Aaron Johnson, creator of the change.org petition No New Gas Tax in Michigan joins the show to share what he is doing to oppose the proposed increase in gas tax in Michigan.'}",
StarterPetitionUpdate,24357960,2019-03-29T14:47:26.000Z,We are at 99000 supporters! Our petition will be on news radio once again.,"<p>Justin Barclay from News radio WOOD 106.9 Grand Rapids, will be conducting an interview with me about the petition on Monday at 9:15 am. Tune in on Iheartradio to listen.  I would love for our petition to hit 100000 signatures before  I go on the radio. Please share on every social media platform you can. OUR VOICE MATTERS! </p>",,,,
StarterPetitionUpdate,24353275,2019-03-28T13:33:27.000Z,"Less than 1,000 more signatures needed!",<p>We have almost reached 100000 signatures. As of right now we have 99000 supporters. I ask each and every single person to please share this petition one more time. Once we hit 100000 signatures I personally will be taking this to Lansing and meeting with legislation and Would like to present this to the governor herself. Tomorrow morning I Will be conducting an interview with WOOD radio In Grand Rapids.  The interview  Will be aired at 9:10 a.m. I would like to think all of you for your continued support. </p>,,,,
StarterPetitionUpdate,24338953,2019-03-25T14:59:34.000Z,"Only 2,000 to go!",<p>Our petition has  almost came to a halt.  Remember if we want to change something it is up to us the people to do it ourselves. If everyone can tag 50 friends when you share it on Facebook I'm sure we would hit our numbers very quickly.  Please do not let this petition die. This is our voice!</p>,,,,
StarterPetitionUpdate,24300564,2019-03-16T17:05:50.000Z,"Please share our petition again! We are almost at 100,000 signatures!","<p>Things on social media tend to die off very quickly.  It is up to us as supporters to keep it in Its viral state. Please share and tag 50 friends to keep it moving. Only 3,00 more are needed for us to take action. Let's stand as Patriots together and make a difference in our immediate future. I have reached out to my State Representative  and He seems to be sticking firm with a yay vote to increase taxes across the board including income, tobacco, small business, and fuel tax. </p>
<p> </p>
<p> </p>",,,,
StarterPetitionUpdate,24295778,2019-03-15T15:39:52.000Z,"Only 5,000 more signatures needed!",<p>We have accomplished a great amount in such a small amount of time. To continue spreading the word and gaining signatures on this petition please share with your friends and family. When the petition hits 100000 I will begin taking avenues and delivering this to Lansing to our representatives and governor.</p>,,,,
StarterPetitionUpdate,24287861,2019-03-13T22:32:53.000Z,"Soooooo close!  100,000 signatures needed!",<p>We have made it to 90000 signatures. Let's give it one last hard push on any social media outlet. Please sign and share with any and all of your friends. The minute it hits 100000 signatures I personally am delivering this to Lansing. Several state representatives will be contacted In person as well. Keep up the due diligence my fellow Michiganders</p>,,,,
MilestonePetitionUpdate,24273453,2019-03-10T18:02:20.000Z,,,,,,75000.0
StarterPetitionUpdate,24267306,2019-03-08T22:50:02.000Z,We are on several news channels now!,"<p>Saginaw channel 5 WNEM hosted us today!</p>
<p>Keep up the good work and share daily.</p>",,,"{'providerName': 'Facebook', 'photoUrl': 'https://scontent-iad3-1.xx.fbcdn.net/v/t15.5256-10/fr/cp0/e15/q65/53046777_10156848621220926_7025693368059428864_n.jpg?_nc_cat=104&_nc_ht=scontent-iad3-1.xx&oh=717728913dbe2d891261a0fa2762a076&oe=5D25215A', 'description': ""Aaron's interview with Saginaw news! Finally..""}",
MilestonePetitionUpdate,24264972,2019-03-08T11:31:24.000Z,,,,,,50000.0
StarterPetitionUpdate,24263427,2019-03-08T00:39:06.000Z,Almost 10k supporters in less than 5 hours!,<p>Thank you to all who have shared! </p>,,,,
MilestonePetitionUpdate,24263319,2019-03-07T23:51:57.000Z,,,,,,40000.0
