__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30615069,2022-06-01T15:40:02.000Z,2000
MilestonePetitionUpdate,30555050,2022-05-15T22:59:37.000Z,1500
MilestonePetitionUpdate,30526688,2022-05-08T06:46:08.000Z,1000
MilestonePetitionUpdate,30516078,2022-05-05T11:25:04.000Z,750
MilestonePetitionUpdate,30506480,2022-05-03T02:25:50.000Z,500
MilestonePetitionUpdate,30501937,2022-05-01T18:42:56.000Z,250
MilestonePetitionUpdate,30501105,2022-05-01T13:19:14.000Z,200
MilestonePetitionUpdate,30496357,2022-04-29T20:37:04.000Z,100
MilestonePetitionUpdate,30491557,2022-04-28T17:43:01.000Z,50
MilestonePetitionUpdate,30489711,2022-04-28T09:04:37.000Z,25
MilestonePetitionUpdate,30488629,2022-04-28T00:28:29.000Z,10
MilestonePetitionUpdate,30488518,2022-04-27T23:41:05.000Z,5
