__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,23052234,2018-07-24T17:28:36.000Z,10000
MilestonePetitionUpdate,22526910,2018-03-19T18:07:31.000Z,9000
MilestonePetitionUpdate,22477623,2018-03-08T01:02:36.000Z,8000
MilestonePetitionUpdate,22470842,2018-03-06T17:40:00.000Z,7500
MilestonePetitionUpdate,22468399,2018-03-06T04:34:35.000Z,7000
MilestonePetitionUpdate,22465262,2018-03-05T12:43:55.000Z,6000
MilestonePetitionUpdate,22463823,2018-03-05T02:25:18.000Z,5000
MilestonePetitionUpdate,22462841,2018-03-04T20:14:15.000Z,4000
MilestonePetitionUpdate,22462191,2018-03-04T16:59:25.000Z,3000
MilestonePetitionUpdate,22461856,2018-03-04T15:21:01.000Z,2500
MilestonePetitionUpdate,22461446,2018-03-04T13:27:33.000Z,2000
MilestonePetitionUpdate,22461100,2018-03-04T11:08:27.000Z,1500
MilestonePetitionUpdate,22460778,2018-03-04T08:45:34.000Z,1000
MilestonePetitionUpdate,22460235,2018-03-04T03:22:18.000Z,750
MilestonePetitionUpdate,22355206,2018-02-08T06:52:41.000Z,500
MilestonePetitionUpdate,22344811,2018-02-06T09:50:01.000Z,500
MilestonePetitionUpdate,22341633,2018-02-05T16:12:51.000Z,500
MilestonePetitionUpdate,21922078,2017-11-06T11:43:20.000Z,250
MilestonePetitionUpdate,21906097,2017-11-04T20:08:21.000Z,200
MilestonePetitionUpdate,20163212,2017-05-02T11:39:58.000Z,100
MilestonePetitionUpdate,20159558,2017-05-01T22:32:23.000Z,50
MilestonePetitionUpdate,20158550,2017-05-01T20:19:45.000Z,25
MilestonePetitionUpdate,20157947,2017-05-01T19:06:19.000Z,10
MilestonePetitionUpdate,20157524,2017-05-01T18:22:37.000Z,5
