__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,28481425,2021-02-03T15:25:56.000Z,2000
MilestonePetitionUpdate,28479135,2021-02-03T06:31:32.000Z,1500
MilestonePetitionUpdate,28477416,2021-02-02T23:52:37.000Z,1000
MilestonePetitionUpdate,28476104,2021-02-02T20:28:46.000Z,750
MilestonePetitionUpdate,28474572,2021-02-02T16:51:43.000Z,500
MilestonePetitionUpdate,28473167,2021-02-02T13:14:02.000Z,250
MilestonePetitionUpdate,28253545,2020-12-21T11:15:58.000Z,200
MilestonePetitionUpdate,24397064,2019-04-08T02:45:30.000Z,100
MilestonePetitionUpdate,23257642,2018-09-11T07:04:39.000Z,50
MilestonePetitionUpdate,23210803,2018-08-31T22:55:23.000Z,50
MilestonePetitionUpdate,23205330,2018-08-30T14:31:51.000Z,50
MilestonePetitionUpdate,22949677,2018-06-30T16:57:21.000Z,25
MilestonePetitionUpdate,22913970,2018-06-22T00:36:13.000Z,10
MilestonePetitionUpdate,22909222,2018-06-21T10:37:46.000Z,5
