__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30623933,2022-06-03T22:50:18.000Z,50
MilestonePetitionUpdate,30616183,2022-06-01T21:21:39.000Z,25
MilestonePetitionUpdate,30612660,2022-05-31T22:20:06.000Z,10
MilestonePetitionUpdate,30604770,2022-05-29T14:19:34.000Z,5
