__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,28888021,2021-04-16T03:36:37.000Z,25000
MilestonePetitionUpdate,28867847,2021-04-13T05:49:57.000Z,20000
MilestonePetitionUpdate,28867845,2021-04-13T05:49:28.000Z,20000
MilestonePetitionUpdate,28864261,2021-04-12T16:23:12.000Z,17500
MilestonePetitionUpdate,28862884,2021-04-12T12:10:32.000Z,15000
MilestonePetitionUpdate,28862345,2021-04-12T09:46:59.000Z,12500
MilestonePetitionUpdate,28862062,2021-04-12T08:20:34.000Z,10000
MilestonePetitionUpdate,28861989,2021-04-12T07:56:00.000Z,9000
MilestonePetitionUpdate,28861927,2021-04-12T07:36:44.000Z,8000
MilestonePetitionUpdate,28861884,2021-04-12T07:23:44.000Z,7000
MilestonePetitionUpdate,28861858,2021-04-12T07:14:58.000Z,6000
MilestonePetitionUpdate,28861835,2021-04-12T07:05:07.000Z,5000
MilestonePetitionUpdate,28861787,2021-04-12T06:48:32.000Z,4000
MilestonePetitionUpdate,28857879,2021-04-11T13:27:01.000Z,3000
MilestonePetitionUpdate,28856499,2021-04-11T06:25:31.000Z,2500
MilestonePetitionUpdate,28854061,2021-04-10T16:53:41.000Z,2000
MilestonePetitionUpdate,28852668,2021-04-10T10:38:35.000Z,1500
MilestonePetitionUpdate,28852026,2021-04-10T06:32:36.000Z,1000
MilestonePetitionUpdate,28851860,2021-04-10T05:18:25.000Z,750
MilestonePetitionUpdate,28851738,2021-04-10T04:29:53.000Z,500
MilestonePetitionUpdate,28851549,2021-04-10T03:09:44.000Z,250
MilestonePetitionUpdate,28849202,2021-04-09T17:06:13.000Z,100
MilestonePetitionUpdate,28848760,2021-04-09T15:52:32.000Z,50
MilestonePetitionUpdate,28848571,2021-04-09T15:22:14.000Z,25
MilestonePetitionUpdate,28847916,2021-04-09T13:27:45.000Z,10
MilestonePetitionUpdate,28847656,2021-04-09T12:41:34.000Z,5
