__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,29299352,2021-07-06T13:29:52.000Z,100000
MilestonePetitionUpdate,26810057,2020-06-03T09:53:44.000Z,75000
MilestonePetitionUpdate,25407246,2019-11-26T18:02:21.000Z,50000
MilestonePetitionUpdate,24214049,2019-02-24T12:40:25.000Z,40000
MilestonePetitionUpdate,23498904,2018-10-28T18:01:46.000Z,30000
MilestonePetitionUpdate,23322247,2018-09-25T19:06:45.000Z,25000
MilestonePetitionUpdate,23185509,2018-08-25T18:28:53.000Z,20000
MilestonePetitionUpdate,23177758,2018-08-23T19:05:54.000Z,17500
MilestonePetitionUpdate,23131001,2018-08-12T17:50:43.000Z,15000
MilestonePetitionUpdate,23101149,2018-08-05T09:43:54.000Z,12500
MilestonePetitionUpdate,23088130,2018-08-02T06:23:23.000Z,10000
MilestonePetitionUpdate,23082640,2018-07-31T21:56:39.000Z,9000
MilestonePetitionUpdate,23079659,2018-07-31T09:59:48.000Z,8000
MilestonePetitionUpdate,23079264,2018-07-31T07:06:49.000Z,7500
MilestonePetitionUpdate,23078394,2018-07-31T00:10:57.000Z,7000
MilestonePetitionUpdate,23077003,2018-07-30T19:10:09.000Z,6000
MilestonePetitionUpdate,23074581,2018-07-30T06:08:52.000Z,5000
MilestonePetitionUpdate,23069594,2018-07-28T19:39:30.000Z,4000
MilestonePetitionUpdate,23064851,2018-07-27T14:43:46.000Z,3000
MilestonePetitionUpdate,23063613,2018-07-27T08:07:02.000Z,2500
MilestonePetitionUpdate,23062100,2018-07-26T21:38:16.000Z,2000
MilestonePetitionUpdate,23061449,2018-07-26T18:32:42.000Z,1500
MilestonePetitionUpdate,23060163,2018-07-26T13:15:06.000Z,1000
MilestonePetitionUpdate,23059281,2018-07-26T08:37:52.000Z,750
MilestonePetitionUpdate,23057846,2018-07-25T22:36:47.000Z,500
MilestonePetitionUpdate,23057078,2018-07-25T19:40:15.000Z,250
MilestonePetitionUpdate,23057005,2018-07-25T19:20:51.000Z,200
MilestonePetitionUpdate,23056847,2018-07-25T18:38:07.000Z,100
MilestonePetitionUpdate,23056759,2018-07-25T18:20:45.000Z,50
MilestonePetitionUpdate,23056716,2018-07-25T18:10:13.000Z,25
MilestonePetitionUpdate,23056141,2018-07-25T15:14:32.000Z,10
MilestonePetitionUpdate,23055858,2018-07-25T14:09:18.000Z,5
