__typename,id,createdAt,signatureCount
MilestonePetitionUpdate,30587942,2022-05-24T23:30:49.000Z,40000
MilestonePetitionUpdate,30566920,2022-05-18T22:10:22.000Z,35000
MilestonePetitionUpdate,30554528,2022-05-15T19:26:33.000Z,30000
MilestonePetitionUpdate,30547671,2022-05-13T15:26:57.000Z,25000
MilestonePetitionUpdate,30534246,2022-05-10T11:44:21.000Z,20000
MilestonePetitionUpdate,30530587,2022-05-09T14:45:32.000Z,17500
MilestonePetitionUpdate,30528287,2022-05-08T19:30:44.000Z,15000
MilestonePetitionUpdate,30526528,2022-05-08T04:54:37.000Z,12500
MilestonePetitionUpdate,30525533,2022-05-07T19:52:42.000Z,10000
MilestonePetitionUpdate,30524691,2022-05-07T15:01:23.000Z,9000
MilestonePetitionUpdate,30523454,2022-05-07T05:25:55.000Z,8000
MilestonePetitionUpdate,30522844,2022-05-07T00:02:18.000Z,7500
MilestonePetitionUpdate,30522076,2022-05-06T19:42:47.000Z,7000
MilestonePetitionUpdate,30519674,2022-05-06T08:17:22.000Z,6000
MilestonePetitionUpdate,30515184,2022-05-05T03:37:51.000Z,5000
MilestonePetitionUpdate,30502680,2022-05-02T01:08:26.000Z,4000
MilestonePetitionUpdate,28972911,2021-04-30T13:05:12.000Z,3000
MilestonePetitionUpdate,28644673,2021-03-03T14:04:13.000Z,2500
MilestonePetitionUpdate,28534306,2021-02-11T18:17:29.000Z,2000
MilestonePetitionUpdate,28364867,2021-01-14T18:28:33.000Z,1500
MilestonePetitionUpdate,28281175,2020-12-29T18:14:39.000Z,1000
MilestonePetitionUpdate,28258546,2020-12-22T16:21:06.000Z,750
MilestonePetitionUpdate,28199807,2020-12-10T19:38:16.000Z,500
MilestonePetitionUpdate,28090996,2020-11-19T16:02:52.000Z,250
MilestonePetitionUpdate,28057032,2020-11-12T15:50:38.000Z,200
MilestonePetitionUpdate,27669041,2020-09-06T07:57:56.000Z,100
MilestonePetitionUpdate,27628382,2020-08-31T00:17:05.000Z,50
MilestonePetitionUpdate,27604348,2020-08-27T02:25:01.000Z,25
MilestonePetitionUpdate,27112749,2020-06-26T05:59:03.000Z,10
MilestonePetitionUpdate,27010245,2020-06-16T23:44:36.000Z,5
